YEAR,SQUARE,SITE_ID,SAMPLE_DATE,SPECIES_CODE,NAME,LC07,LC07_NUM,EZ_DESC_07,COUNTRY,COUNTY07
1998,BCMHCA,1,13-Aug-98,50810000,Syrphidae,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,42220101,"Cordulegaster boltonii (Donovan, 1807)",7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,45810000,Curculionidae,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,50132520,Neolimnomyia (Neolimnomyia) sp.,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,5036032Z,Simulium (Nevermannia) cryophilum group,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,50400000,Chironomidae,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,22120401,"Glossiphonia complanata (Linnaeus, 1758)",7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,41120301,"Nemurella picteti Klapálek, 1900",7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,50132600,Pilaria sp.,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,48210200,Wormaldia sp.,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,43220100,Velia sp.,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,45410208,"Hydraena riparia Kugelann, 1794",7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,5071X000,Clinocerinae,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,24000000,Hydracarina,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,5036032Y,Simulium (Nevermannia) angustitarse group,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,16220602,"Radix balthica (Linnaeus, 1758)",7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,0511020Z,Polycelis nigra group,7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,48340602,"Halesus radiatus (Curtis, 1834)",7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,BCMHCA,1,13-Aug-98,48240402,"Plectrocnemia conspersa (Curtis, 1834)",7e,7,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,45810000,Curculionidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,5110201,"Polycelis felina (Dalyell, 1814)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,24000000,Hydracarina,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,5036032X,Simulium (Nevermannia) vernum group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,50210Z00,Pericoma group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,48240402,"Plectrocnemia conspersa (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,48341301,"Chaetopteryx villosa (Fabricius, 1798)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,43220111,"Velia (Plesiovelia) caprai Tamanini, 1947",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,41120301,"Nemurella picteti Klapálek, 1900",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,45351302,"Anacaena globulus (Paykull, 1829)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,50110332,"Tipula (Savtshenkia) cheethami Edwards, 192",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,5036032Z,Simulium (Nevermannia) cryophilum group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,0511020Z,Polycelis nigra group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,50140500,Dicranota sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,CIOSPC,1,13-Aug-98,20000000,Oligochaeta,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,48360102,"Beraea pullata (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,501103AZ,Tipula (Yamatotipula) montium group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,50210Z00,Pericoma group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,17130200,Pisidium sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,40120107,"Baetis rhodani (Pictet, 1843-1845)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,45142016,"Agabus paludosus (Fabricius, 1801)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,501103C3,"Tipula (Acutipula) maxima Poda, 1761",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,50132600,Pilaria sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,22120401,"Glossiphonia complanata (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,50132520,Neolimnomyia (Neolimnomyia) sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,20000000,Oligochaeta,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,50830000,Ephydridae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,22310201,"Dina lineata (O.F.Müller, 1774)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,45510Z00,Elodes group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,48110101,"Rhyacophila dorsalis (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,22120701,"Helobdella stagnalis (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,50820000,Sciomyzidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,50360386,"Simulium (Simulium) ornatum Meigen, 1818",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,48250301,"Diplectrona felix McLachlan, 1878",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,45630301,"Limnius volckmari (Panzer, 1793)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,43220111,"Velia (Plesiovelia) caprai Tamanini, 1947",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,41120301,"Nemurella picteti Klapálek, 1900",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,16231101,"Ancylus fluviatilis O.F. Müller, 1774",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,50210402,"Peripsychoda fusca (Macquart, 1826)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,45351302,"Anacaena globulus (Paykull, 1829)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,YDSEWL,1,20-Oct-98,5110201,"Polycelis felina (Dalyell, 1814)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48120200,Agapetus sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48110101,"Rhyacophila dorsalis (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,41130101,"Leuctra fusca (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50350000,Ceratopogonidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,5036038Z,Simulium (Simulium) ornatum group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50132520,Neolimnomyia (Neolimnomyia) sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,5071YW00,Chelifera group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,41130103,"Leuctra hippopus Kempny, 1899",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,24000000,Hydracarina,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,40320101,"Ephemera danica Müller, 1764",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48341301,"Chaetopteryx villosa (Fabricius, 1798)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48240402,"Plectrocnemia conspersa (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,45510Z00,Elodes group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,5036032Z,Simulium (Nevermannia) cryophilum group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48360101,"Beraea maurus (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50133700,Lipsothrix sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48350202,"Silo pallipes (Fabricius, 1781)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,501103C3,"Tipula (Acutipula) maxima Poda, 1761",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48370201,Sericostoma personatum (Spence in Kirby & S,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,42220101,"Cordulegaster boltonii (Donovan, 1807)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,41210401,"Isoperla grammatica (Poda, 1761)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,20000000,Oligochaeta,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,40120107,"Baetis rhodani (Pictet, 1843-1845)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50850000,Muscidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,41130106,"Leuctra nigra (Olivier, 1811)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48210200,Wormaldia sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48210101,"Philopotamus montanus (Donovan, 1813)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50210402,"Peripsychoda fusca (Macquart, 1826)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50220100,Ptychoptera sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50132600,Pilaria sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50210Z00,Pericoma group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50360321,Simulium (Nevermannia) angustitarse (Lundst,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,41120301,"Nemurella picteti Klapálek, 1900",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50132100,Eloeophila sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50140500,Dicranota sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,37140206,"Gammarus pulex (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,17130200,Pisidium sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48330101,"Crunoecia irrorata (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50810Z00,Chrysogaster group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48330301,"Lepidostoma hirtum (Fabricius, 1775)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48250209,"Hydropsyche siltalai Döhler, 1963",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48250301,"Diplectrona felix McLachlan, 1878",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,16231101,"Ancylus fluviatilis O.F. Müller, 1774",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,501103C1,"Tipula (Acutipula) fulvipennis DeGeer, 1776",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,50140100,Pedicia sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48341002,"Micropterna sequax McLachlan, 1875",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48360102,"Beraea pullata (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,45630101,"Elmis aenea (Müller, 1806)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,40130100,Rhithrogena sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,40120501,"Alainites muticus (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,48220100,Lype sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,EYAJMO,1,20-Oct-98,41120101,"Protonemura meyeri (Pictet, 1841)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1998,PVFUKI,1,22-Oct-98,45510Z00,Elodes group,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,4112040Z,Nemoura cambrica group,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,48240403,"Plectrocnemia geniculata McLachlan, 1871",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,48210101,"Philopotamus montanus (Donovan, 1813)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,50140500,Dicranota sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,48341002,"Micropterna sequax McLachlan, 1875",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,40120107,"Baetis rhodani (Pictet, 1843-1845)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,501103AZ,Tipula (Yamatotipula) montium group,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,37140206,"Gammarus pulex (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,45630600,Oulimnius sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,20000000,Oligochaeta,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,5036038Z,Simulium (Simulium) ornatum group,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,50210Z00,Pericoma group,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,501103CZ,Tipula (Acutipula) maxima group,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,50140100,Pedicia sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,50350000,Ceratopogonidae,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,48370201,Sericostoma personatum (Spence in Kirby & S,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,5031010Z,Dixa maculata complex,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,45630101,"Elmis aenea (Müller, 1806)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,48210200,Wormaldia sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,5036032Z,Simulium (Nevermannia) cryophilum group,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,48120200,Agapetus sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,5110201,"Polycelis felina (Dalyell, 1814)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,41130101,"Leuctra fusca (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,17130200,Pisidium sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,50132100,Eloeophila sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,45410202,"Hydraena gracilis Germar, 1824",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,40120501,"Alainites muticus (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,48220401,"Tinodes assimilis McLachlan, 1865",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,48220100,Lype sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,43220111,"Velia (Plesiovelia) caprai Tamanini, 1947",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,45150401,"Orectochilus villosus (O.F. Müller, 1776)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,50610300,Oxycera sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,48250301,"Diplectrona felix McLachlan, 1878",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,PVFUKI,1,22-Oct-98,48330101,"Crunoecia irrorata (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1998,YDGWZL,1,22-Oct-98,50850000,Muscidae,6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,22120401,"Glossiphonia complanata (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,43210102,"Hydrometra stagnorum (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,50140500,Dicranota sp.,6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,45141201,"Deronectes latus (Stephens, 1829)",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,45150401,"Orectochilus villosus (O.F. Müller, 1776)",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,40320101,"Ephemera danica Müller, 1764",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,37140206,"Gammarus pulex (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,40210202,"Paraleptophlebia submarginata (Stephens, 18",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,5036032Y,Simulium (Nevermannia) angustitarse group,6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,41130106,"Leuctra nigra (Olivier, 1811)",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,50132100,Eloeophila sp.,6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,41130103,"Leuctra hippopus Kempny, 1899",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,48360102,"Beraea pullata (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,50220100,Ptychoptera sp.,6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,50210402,"Peripsychoda fusca (Macquart, 1826)",6e,6,Westerly lowlands (England),ENG,Devon
1998,YDGWZL,1,22-Oct-98,45630101,"Elmis aenea (Müller, 1806)",6e,6,Westerly lowlands (England),ENG,Devon
