YEAR,SQUARE_ID,PLOT_ID,PLOT_TYPE,COUNTRY,ENV_ZONE_2007,EZ_DESC_07
1978,RXBGEW,KFPMKSCWYZ,X,ENG,2,Westerly lowlands (England)
1978,RXBGEW,GUYQXEOHOL,X,ENG,2,Westerly lowlands (England)
1978,RXBGEW,HGSOTSFKFO,X,ENG,2,Westerly lowlands (England)
1978,RXBGEW,RMSRDQPBEG,X,ENG,2,Westerly lowlands (England)
1978,FMQFWX,PRFBSQOLNH,H,ENG,2,Westerly lowlands (England)
1978,FMQFWX,JFDSZIVGCH,H,ENG,2,Westerly lowlands (England)
1978,FMQFWX,YZRCKSHZGQ,RV,ENG,2,Westerly lowlands (England)
1978,FMQFWX,DCDNOHSWAD,RV,ENG,2,Westerly lowlands (England)
1978,FMQFWX,ZABVWKFHRF,SW,ENG,2,Westerly lowlands (England)
1978,FMQFWX,PBGTIMYMOC,SW,ENG,2,Westerly lowlands (England)
1978,FMQFWX,WPQQSTHUPK,X,ENG,2,Westerly lowlands (England)
1978,FMQFWX,BKUHAKUJWM,X,ENG,2,Westerly lowlands (England)
1978,FMQFWX,FNBHAVDMIQ,X,ENG,2,Westerly lowlands (England)
1978,FMQFWX,PNUPKJCUHS,X,ENG,2,Westerly lowlands (England)
1978,FMQFWX,ITACFECOES,X,ENG,2,Westerly lowlands (England)
1978,KMOUQH,QMEXKJBIEH,H,ENG,2,Westerly lowlands (England)
1978,KMOUQH,CYHMOIKLVR,H,ENG,2,Westerly lowlands (England)
1978,KMOUQH,MHNRENJGDF,RV,ENG,2,Westerly lowlands (England)
1978,KMOUQH,ZVSWEOQAQB,RV,ENG,2,Westerly lowlands (England)
1978,KMOUQH,VHFHKLQGPH,SW,ENG,2,Westerly lowlands (England)
1978,KMOUQH,CWOWEDKTVB,SW,ENG,2,Westerly lowlands (England)
1978,KMOUQH,DFCMJVUTJW,X,ENG,2,Westerly lowlands (England)
1978,KMOUQH,SKNSANHVUI,X,ENG,2,Westerly lowlands (England)
1978,KMOUQH,OBHMDJBXOH,X,ENG,2,Westerly lowlands (England)
1978,KMOUQH,FPUKSJOHET,X,ENG,2,Westerly lowlands (England)
1978,KMOUQH,GDTIUHKLJS,X,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,DCTTZJWOQG,H,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,ANNBMHHVEK,H,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,TSVVOXWHWZ,RV,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,NNTJFAYRVG,RV,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,JVEFYPVSBY,SW,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,XOIJPNXZCA,SW,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,ZAZXWCKKYV,X,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,JVVUEZDSBI,X,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,ACYMYCDTJT,X,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,XOYCRJHOFZ,X,ENG,2,Westerly lowlands (England)
1978,KKWKFZ,ZFGRXUOEVL,X,ENG,2,Westerly lowlands (England)
1978,MZKVCB,LCCPNRHJBU,H,ENG,2,Westerly lowlands (England)
1978,MZKVCB,RVDUVMDKVN,H,ENG,2,Westerly lowlands (England)
1978,MZKVCB,JOAIRSQHYQ,RV,ENG,2,Westerly lowlands (England)
1978,MZKVCB,XAAOKMUHMI,RV,ENG,2,Westerly lowlands (England)
1978,MZKVCB,TTBDJJCVDO,X,ENG,2,Westerly lowlands (England)
1978,MZKVCB,WORVPSNLMO,X,ENG,2,Westerly lowlands (England)
1978,MZKVCB,YDWMVFJIRM,X,ENG,2,Westerly lowlands (England)
1978,MZKVCB,CEIFPVOEQK,X,ENG,2,Westerly lowlands (England)
1978,MZKVCB,AVCYOQMMYG,X,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,TALRNWDCNJ,H,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,KLGNOPYJDD,H,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,QDYWENZUXE,RV,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,ZFJVIYMUSP,RV,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,LGEBJWMKMP,SW,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,OYBWRHPBDB,SW,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,ACXAICVQTB,X,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,EJAHSTUYMN,X,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,XQCLMSWSZV,X,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,LSPPYKYSIT,X,ENG,2,Westerly lowlands (England)
1978,ZWKRMA,DRDPHMXYVM,X,ENG,2,Westerly lowlands (England)
1978,KRLBBY,DHVZEDPDZX,H,ENG,1,Easterly lowlands (England)
1978,KRLBBY,XFLQEWTKXL,H,ENG,1,Easterly lowlands (England)
1978,KRLBBY,BNILORLURU,RV,ENG,1,Easterly lowlands (England)
1978,KRLBBY,KYGMZZALKS,RV,ENG,1,Easterly lowlands (England)
1978,KRLBBY,RCYKUZSYLS,X,ENG,1,Easterly lowlands (England)
1978,KRLBBY,UOWCPOIEUH,X,ENG,1,Easterly lowlands (England)
1978,KRLBBY,JRXWLNBJDV,X,ENG,1,Easterly lowlands (England)
1978,KRLBBY,VQHBEILCQJ,X,ENG,1,Easterly lowlands (England)
1978,KRLBBY,OTKQQVZYCH,X,ENG,1,Easterly lowlands (England)
1978,QERSLS,TDYTIFDUVT,H,ENG,2,Westerly lowlands (England)
1978,QERSLS,XRIMPKXEPK,H,ENG,2,Westerly lowlands (England)
1978,QERSLS,EFMRSBHFNV,RV,ENG,2,Westerly lowlands (England)
1978,QERSLS,MCKCCIRHRH,RV,ENG,2,Westerly lowlands (England)
1978,QERSLS,VSDFJTVNOB,SW,ENG,2,Westerly lowlands (England)
1978,QERSLS,GJTMMXOJJT,X,ENG,2,Westerly lowlands (England)
1978,QERSLS,VRMORHCWIQ,X,ENG,2,Westerly lowlands (England)
1978,QERSLS,BXXXHBFZUO,X,ENG,2,Westerly lowlands (England)
1978,QERSLS,TZFHEQKYCA,X,ENG,2,Westerly lowlands (England)
1978,QERSLS,FBBEKSLAYJ,X,ENG,2,Westerly lowlands (England)
1978,WOSSFN,HCTXHIQOBA,X,ENG,2,Westerly lowlands (England)
1978,WOSSFN,DMFANLTYQV,X,ENG,2,Westerly lowlands (England)
1978,WOSSFN,MQNNNTWTWG,X,ENG,2,Westerly lowlands (England)
1978,WOSSFN,QVZOIJCOMU,X,ENG,2,Westerly lowlands (England)
1978,WOSSFN,GDKZFOIBTX,X,ENG,2,Westerly lowlands (England)
1978,MJNWTN,LVXPLKUBBV,H,ENG,2,Westerly lowlands (England)
1978,MJNWTN,QHFROXYTMM,H,ENG,2,Westerly lowlands (England)
1978,MJNWTN,ELXKLYJITC,RV,ENG,2,Westerly lowlands (England)
1978,MJNWTN,YKCWJBJAQE,RV,ENG,2,Westerly lowlands (England)
1978,MJNWTN,TQVZGNGWMQ,SW,ENG,2,Westerly lowlands (England)
1978,MJNWTN,JNYGHZKRAZ,SW,ENG,2,Westerly lowlands (England)
1978,MJNWTN,YBUOZJRIVQ,X,ENG,2,Westerly lowlands (England)
1978,MJNWTN,HKSISCKFQW,X,ENG,2,Westerly lowlands (England)
1978,MJNWTN,SAHLXHKMWR,X,ENG,2,Westerly lowlands (England)
1978,MJNWTN,GNCZMGFICF,X,ENG,2,Westerly lowlands (England)
1978,MJNWTN,BWFUALMEXE,X,ENG,2,Westerly lowlands (England)
1978,SNIVSZ,EKYOYLNHTN,H,ENG,1,Easterly lowlands (England)
1978,SNIVSZ,HNAWQDKRBX,H,ENG,1,Easterly lowlands (England)
1978,SNIVSZ,CTNZWMPDLA,RV,ENG,1,Easterly lowlands (England)
1978,SNIVSZ,HOVEVWAISJ,RV,ENG,1,Easterly lowlands (England)
1978,SNIVSZ,NWNDJBGWVS,SW,ENG,1,Easterly lowlands (England)
1978,SNIVSZ,MQNHPIGLWD,SW,ENG,1,Easterly lowlands (England)
1978,SNIVSZ,QJAZZOKQAE,X,ENG,1,Easterly lowlands (England)
1978,SNIVSZ,BIIFWGSWQW,X,ENG,1,Easterly lowlands (England)
1978,SNIVSZ,AZYVSMUMVF,X,ENG,1,Easterly lowlands (England)
1978,SNIVSZ,BQBYBUKQDX,X,ENG,1,Easterly lowlands (England)
1978,PPYLGS,PXOUWSTTGD,H,ENG,1,Easterly lowlands (England)
1978,PPYLGS,UOGKTLZFIG,RV,ENG,1,Easterly lowlands (England)
1978,PPYLGS,DRWZHAYVGP,RV,ENG,1,Easterly lowlands (England)
1978,PPYLGS,ERLYRKQZJS,X,ENG,1,Easterly lowlands (England)
1978,PPYLGS,WBBHFFYJMJ,X,ENG,1,Easterly lowlands (England)
1978,PPYLGS,ADOTOTDKHW,X,ENG,1,Easterly lowlands (England)
1978,PPYLGS,TXLSCUBMYQ,X,ENG,1,Easterly lowlands (England)
1978,PPYLGS,SUXHWGKOYP,X,ENG,1,Easterly lowlands (England)
1978,TNOEYM,JKYOSUGYML,H,ENG,1,Easterly lowlands (England)
1978,TNOEYM,MAAZASIIEA,H,ENG,1,Easterly lowlands (England)
1978,TNOEYM,IJFYSGOOCW,X,ENG,1,Easterly lowlands (England)
1978,TNOEYM,CAMLKKMMUF,X,ENG,1,Easterly lowlands (England)
1978,TNOEYM,YXAWETGXXO,X,ENG,1,Easterly lowlands (England)
1978,TNOEYM,KBYTCFNBUQ,X,ENG,1,Easterly lowlands (England)
1978,TNOEYM,JXRTMDFPUF,X,ENG,1,Easterly lowlands (England)
1978,BSIDQZ,JHPXMOPVHD,H,ENG,1,Easterly lowlands (England)
1978,BSIDQZ,MSKOVZEQKK,H,ENG,1,Easterly lowlands (England)
1978,BSIDQZ,DPPFBSQGQT,RV,ENG,1,Easterly lowlands (England)
1978,BSIDQZ,YVNHQLFRTE,RV,ENG,1,Easterly lowlands (England)
1978,BSIDQZ,JGTMVHVHQJ,X,ENG,1,Easterly lowlands (England)
1978,BSIDQZ,POSZFNYEWO,X,ENG,1,Easterly lowlands (England)
1978,BSIDQZ,DYVAGGAJMF,X,ENG,1,Easterly lowlands (England)
1978,BSIDQZ,EEHYHDGJAA,X,ENG,1,Easterly lowlands (England)
1978,BSIDQZ,NSETEMTJBQ,X,ENG,1,Easterly lowlands (England)
1978,BQBGBD,MTJESSEWZK,H,ENG,1,Easterly lowlands (England)
1978,BQBGBD,YRAOOPYWEE,H,ENG,1,Easterly lowlands (England)
1978,BQBGBD,VWKHRQCMTX,RV,ENG,1,Easterly lowlands (England)
1978,BQBGBD,TIRFTPPOXV,RV,ENG,1,Easterly lowlands (England)
1978,BQBGBD,YIFYDVOMTC,SW,ENG,1,Easterly lowlands (England)
1978,BQBGBD,AOWDUKUJTQ,SW,ENG,1,Easterly lowlands (England)
1978,BQBGBD,TVQTNEEUEO,X,ENG,1,Easterly lowlands (England)
1978,BQBGBD,EEBLSMPWBY,X,ENG,1,Easterly lowlands (England)
1978,BQBGBD,DVYDNKLVKY,X,ENG,1,Easterly lowlands (England)
1978,BQBGBD,EEVLQRTTVI,X,ENG,1,Easterly lowlands (England)
1978,BQBGBD,CNHHOZZZKP,X,ENG,1,Easterly lowlands (England)
1978,DKPKMO,SAVWBJDJCL,H,ENG,1,Easterly lowlands (England)
1978,DKPKMO,KPXCBSGHMT,H,ENG,1,Easterly lowlands (England)
1978,DKPKMO,DDJKZUUZXN,RV,ENG,1,Easterly lowlands (England)
1978,DKPKMO,EPNZFTLEAK,RV,ENG,1,Easterly lowlands (England)
1978,DKPKMO,RBGFKRUCWO,SW,ENG,1,Easterly lowlands (England)
1978,DKPKMO,MOGQKMVXLO,SW,ENG,1,Easterly lowlands (England)
1978,DKPKMO,BEUKTVJJYD,X,ENG,1,Easterly lowlands (England)
1978,DKPKMO,UOTECOHTYY,X,ENG,1,Easterly lowlands (England)
1978,DKPKMO,HNPVTYYKGJ,X,ENG,1,Easterly lowlands (England)
1978,DKPKMO,ZUIUEKMRAC,X,ENG,1,Easterly lowlands (England)
1978,DKPKMO,JMJTVRWGNK,X,ENG,1,Easterly lowlands (England)
1978,OFVZDJ,BONEKLCPKT,H,ENG,3,Uplands (England)
1978,OFVZDJ,BCYKHOWDHI,H,ENG,3,Uplands (England)
1978,OFVZDJ,PIYVFBVFGD,SW,ENG,3,Uplands (England)
1978,OFVZDJ,ZRTBNCUTCT,SW,ENG,3,Uplands (England)
1978,OFVZDJ,HSNPPADGWJ,X,ENG,3,Uplands (England)
1978,OFVZDJ,QKQQIATANF,X,ENG,3,Uplands (England)
1978,OFVZDJ,YVFYDWNOPF,X,ENG,3,Uplands (England)
1978,OFVZDJ,YMQNXGXJXT,X,ENG,3,Uplands (England)
1978,OFVZDJ,ZMAFTMJHDJ,X,ENG,3,Uplands (England)
1978,TAZMMI,BBPMYLCBFD,H,ENG,2,Westerly lowlands (England)
1978,TAZMMI,WEJPARIJSK,H,ENG,2,Westerly lowlands (England)
1978,TAZMMI,IUWMJTVFSO,RV,ENG,2,Westerly lowlands (England)
1978,TAZMMI,JKFUINNMHM,RV,ENG,2,Westerly lowlands (England)
1978,TAZMMI,VCJVWBBHQI,SW,ENG,2,Westerly lowlands (England)
1978,TAZMMI,XEPZGXJTGN,SW,ENG,2,Westerly lowlands (England)
1978,TAZMMI,XQRGXMWSLJ,X,ENG,2,Westerly lowlands (England)
1978,TAZMMI,GUJDNETQCJ,X,ENG,2,Westerly lowlands (England)
1978,TAZMMI,EZTOHNDRNC,X,ENG,2,Westerly lowlands (England)
1978,TAZMMI,IUDHVSJFCJ,X,ENG,2,Westerly lowlands (England)
1978,TAZMMI,FTBZGYOUDL,X,ENG,2,Westerly lowlands (England)
1978,WKDWFI,QTZRQXWOJF,H,ENG,2,Westerly lowlands (England)
1978,WKDWFI,JOJUTXIWLM,H,ENG,2,Westerly lowlands (England)
1978,WKDWFI,SGAJERHYJN,RV,ENG,2,Westerly lowlands (England)
1978,WKDWFI,RHNIFYZKJT,RV,ENG,2,Westerly lowlands (England)
1978,WKDWFI,SCKVGDHWIY,X,ENG,2,Westerly lowlands (England)
1978,WKDWFI,EOWRMVKHPA,X,ENG,2,Westerly lowlands (England)
1978,WKDWFI,XWNVBPEASW,X,ENG,2,Westerly lowlands (England)
1978,WKDWFI,YFUUMNZLLW,X,ENG,2,Westerly lowlands (England)
1978,WKDWFI,BCFNRKLFQF,X,ENG,2,Westerly lowlands (England)
1978,ZUJTKP,WBAREAULQG,H,ENG,1,Easterly lowlands (England)
1978,ZUJTKP,OAAIZNLMIK,H,ENG,1,Easterly lowlands (England)
1978,ZUJTKP,CQESMERQZQ,RV,ENG,1,Easterly lowlands (England)
1978,ZUJTKP,UDSOBDXVMN,RV,ENG,1,Easterly lowlands (England)
1978,ZUJTKP,BZQWTELYVU,SW,ENG,1,Easterly lowlands (England)
1978,ZUJTKP,FIPWQNXTKX,SW,ENG,1,Easterly lowlands (England)
1978,ZUJTKP,LLFKOAGWTD,X,ENG,1,Easterly lowlands (England)
1978,ZUJTKP,FHZTAHVKVO,X,ENG,1,Easterly lowlands (England)
1978,ZUJTKP,WILJRTXOBY,X,ENG,1,Easterly lowlands (England)
1978,ZUJTKP,MQTOIOSQBW,X,ENG,1,Easterly lowlands (England)
1978,ZUJTKP,UDAFESUHKV,X,ENG,1,Easterly lowlands (England)
1978,UDKSUO,PWYGRYYZOW,H,ENG,1,Easterly lowlands (England)
1978,UDKSUO,KPUODMPCEH,H,ENG,1,Easterly lowlands (England)
1978,UDKSUO,RWLXZTPEYJ,RV,ENG,1,Easterly lowlands (England)
1978,UDKSUO,JWLPSOUWYQ,RV,ENG,1,Easterly lowlands (England)
1978,UDKSUO,DSRXETPBRN,X,ENG,1,Easterly lowlands (England)
1978,UDKSUO,XBVOTFXXQU,X,ENG,1,Easterly lowlands (England)
1978,UDKSUO,HZPWKZWPXY,X,ENG,1,Easterly lowlands (England)
1978,UDKSUO,KBZFJITHEV,X,ENG,1,Easterly lowlands (England)
1978,UDKSUO,LGUIOYEMDA,X,ENG,1,Easterly lowlands (England)
1978,LYVCID,NRWDVLVDYO,H,WAL,8,Lowlands (Wales)
1978,LYVCID,VQUOZQMPVY,H,WAL,8,Lowlands (Wales)
1978,LYVCID,OERVROJIFB,SW,WAL,8,Lowlands (Wales)
1978,LYVCID,JWOMJUIRNX,SW,WAL,8,Lowlands (Wales)
1978,LYVCID,NYZRFDEIJS,X,WAL,8,Lowlands (Wales)
1978,LYVCID,PNNKDBPCZZ,X,WAL,8,Lowlands (Wales)
1978,LYVCID,CWLYBEYSSO,X,WAL,8,Lowlands (Wales)
1978,LYVCID,HOYTXWEHIJ,X,WAL,8,Lowlands (Wales)
1978,LYVCID,ZLAKCSRSWD,X,WAL,8,Lowlands (Wales)
1978,DEJBBK,CDXQMMMOHE,H,ENG,2,Westerly lowlands (England)
1978,DEJBBK,OPLZVBCXWM,H,ENG,2,Westerly lowlands (England)
1978,DEJBBK,HRVGHYQLBV,RV,ENG,2,Westerly lowlands (England)
1978,DEJBBK,DHZVKNLXEQ,RV,ENG,2,Westerly lowlands (England)
1978,DEJBBK,MQEZBHGILK,SW,ENG,2,Westerly lowlands (England)
1978,DEJBBK,IHNMCTEFGM,X,ENG,2,Westerly lowlands (England)
1978,DEJBBK,ASQGSFJOGS,X,ENG,2,Westerly lowlands (England)
1978,DEJBBK,CTVEPONVPE,X,ENG,2,Westerly lowlands (England)
1978,DEJBBK,WVVTAUROMX,X,ENG,2,Westerly lowlands (England)
1978,DEJBBK,OYTDZBSEJD,X,ENG,2,Westerly lowlands (England)
1978,JDUKBZ,SBQKWJQAZA,H,ENG,1,Easterly lowlands (England)
1978,JDUKBZ,NVCMREVGZO,H,ENG,1,Easterly lowlands (England)
1978,JDUKBZ,PTPKZNECVQ,RV,ENG,1,Easterly lowlands (England)
1978,JDUKBZ,QLAOZQYQWV,RV,ENG,1,Easterly lowlands (England)
1978,JDUKBZ,VSSQBUXXTR,X,ENG,1,Easterly lowlands (England)
1978,JDUKBZ,YKQTOOEDCS,X,ENG,1,Easterly lowlands (England)
1978,JDUKBZ,GLTISDUOSP,X,ENG,1,Easterly lowlands (England)
1978,JDUKBZ,LJGDYEPTHF,X,ENG,1,Easterly lowlands (England)
1978,JDUKBZ,VYNATOAEAZ,X,ENG,1,Easterly lowlands (England)
1978,KPEREP,RGBLYGEPND,H,ENG,2,Westerly lowlands (England)
1978,KPEREP,DJUSAXBCSG,H,ENG,2,Westerly lowlands (England)
1978,KPEREP,NEOOANENFJ,RV,ENG,2,Westerly lowlands (England)
1978,KPEREP,HQOMSPTHSF,RV,ENG,2,Westerly lowlands (England)
1978,KPEREP,AWZMRQBIJI,SW,ENG,2,Westerly lowlands (England)
1978,KPEREP,YSBOWKIUHM,SW,ENG,2,Westerly lowlands (England)
1978,KPEREP,QJXPOWKGHG,X,ENG,2,Westerly lowlands (England)
1978,KPEREP,MUUMSWVTZI,X,ENG,2,Westerly lowlands (England)
1978,KPEREP,DYWYMEVBIA,X,ENG,2,Westerly lowlands (England)
1978,KPEREP,BFUOLDFPFS,X,ENG,2,Westerly lowlands (England)
1978,KPEREP,WWITOJJHBS,X,ENG,2,Westerly lowlands (England)
1978,QVZIXI,SAXAVUAVLN,H,ENG,1,Easterly lowlands (England)
1978,QVZIXI,CZAPQOUEWR,H,ENG,1,Easterly lowlands (England)
1978,QVZIXI,YPCJTJEZQW,RV,ENG,1,Easterly lowlands (England)
1978,QVZIXI,UQIOLHXSET,RV,ENG,1,Easterly lowlands (England)
1978,QVZIXI,GMDIVZBTVE,X,ENG,1,Easterly lowlands (England)
1978,QVZIXI,IXGASGGNGZ,X,ENG,1,Easterly lowlands (England)
1978,QVZIXI,DDFWMSMDVI,X,ENG,1,Easterly lowlands (England)
1978,QVZIXI,BLJQWXAMXU,X,ENG,1,Easterly lowlands (England)
1978,QVZIXI,CLRESZSLFL,X,ENG,1,Easterly lowlands (England)
1978,DKFVKM,XBLSVBFETJ,H,ENG,2,Westerly lowlands (England)
1978,DKFVKM,FQDUUPKDMC,H,ENG,2,Westerly lowlands (England)
1978,DKFVKM,UNWJVZSMSP,RV,ENG,2,Westerly lowlands (England)
1978,DKFVKM,WGJEQXEGJX,RV,ENG,2,Westerly lowlands (England)
1978,DKFVKM,OKANZSYOCU,SW,ENG,2,Westerly lowlands (England)
1978,DKFVKM,OSDHYJMGFN,SW,ENG,2,Westerly lowlands (England)
1978,DKFVKM,NADTRTEQVY,X,ENG,2,Westerly lowlands (England)
1978,DKFVKM,HXPBQSBEFO,X,ENG,2,Westerly lowlands (England)
1978,DKFVKM,VBFZTOCZTL,X,ENG,2,Westerly lowlands (England)
1978,DKFVKM,EFCLTOIRMZ,X,ENG,2,Westerly lowlands (England)
1978,DKFVKM,BOJJDHIWMM,X,ENG,2,Westerly lowlands (England)
1978,YXYWSS,BVJUIXEUIM,H,ENG,2,Westerly lowlands (England)
1978,YXYWSS,FKDARMRPAD,H,ENG,2,Westerly lowlands (England)
1978,YXYWSS,DUISRYPXOK,RV,ENG,2,Westerly lowlands (England)
1978,YXYWSS,BIMWCZXGEC,RV,ENG,2,Westerly lowlands (England)
1978,YXYWSS,ZLVYXSIBJI,SW,ENG,2,Westerly lowlands (England)
1978,YXYWSS,BIPREBYQQY,X,ENG,2,Westerly lowlands (England)
1978,YXYWSS,ESJLUHJAGW,X,ENG,2,Westerly lowlands (England)
1978,YXYWSS,PRAVCBNRUA,X,ENG,2,Westerly lowlands (England)
1978,YXYWSS,GQGEBGKLNT,X,ENG,2,Westerly lowlands (England)
1978,YXYWSS,JABTJUQAYX,X,ENG,2,Westerly lowlands (England)
1978,OXVLRI,LZGHOSXQEK,H,ENG,2,Westerly lowlands (England)
1978,OXVLRI,FLLHNUWPXV,H,ENG,2,Westerly lowlands (England)
1978,OXVLRI,XROJJQKKWS,RV,ENG,2,Westerly lowlands (England)
1978,OXVLRI,ECOOKJUPHK,RV,ENG,2,Westerly lowlands (England)
1978,OXVLRI,EOEWNMOCNK,SW,ENG,2,Westerly lowlands (England)
1978,OXVLRI,OZEMGTYFXD,SW,ENG,2,Westerly lowlands (England)
1978,OXVLRI,ILQSVIGDEL,X,ENG,2,Westerly lowlands (England)
1978,OXVLRI,CJKIZWFKRC,X,ENG,2,Westerly lowlands (England)
1978,OXVLRI,AUWOFYEVIK,X,ENG,2,Westerly lowlands (England)
1978,OXVLRI,FHDJYXXWRJ,X,ENG,2,Westerly lowlands (England)
1978,OXVLRI,QCQEOXIJPI,X,ENG,2,Westerly lowlands (England)
1978,KLOORS,KNJWFQQKTF,RV,WAL,8,Lowlands (Wales)
1978,KLOORS,OGSELLMPBI,RV,WAL,8,Lowlands (Wales)
1978,KLOORS,HKQFEPVVLY,SW,WAL,8,Lowlands (Wales)
1978,KLOORS,WGXQFFUOIB,SW,WAL,8,Lowlands (Wales)
1978,KLOORS,ZQMYGBQOBX,X,WAL,8,Lowlands (Wales)
1978,KLOORS,TTPEQMDIBC,X,WAL,8,Lowlands (Wales)
1978,KLOORS,GDYKXMRCNE,X,WAL,8,Lowlands (Wales)
1978,KLOORS,TFSJTPQBMK,X,WAL,8,Lowlands (Wales)
1978,KLOORS,NULRWTPRLM,X,WAL,8,Lowlands (Wales)
1978,UIZSGP,QDRYGSJJHT,H,WAL,8,Lowlands (Wales)
1978,UIZSGP,SRYRLGIYBW,H,WAL,8,Lowlands (Wales)
1978,UIZSGP,ZDOMPWOVWT,RV,WAL,8,Lowlands (Wales)
1978,UIZSGP,OZAAUPAMVB,RV,WAL,8,Lowlands (Wales)
1978,UIZSGP,HYSSXPMPOA,SW,WAL,8,Lowlands (Wales)
1978,UIZSGP,OUFHCFMDAB,SW,WAL,8,Lowlands (Wales)
1978,UIZSGP,NSETLTDEKU,X,WAL,8,Lowlands (Wales)
1978,UIZSGP,PHDIRNAQGT,X,WAL,8,Lowlands (Wales)
1978,UIZSGP,KWRSMECZME,X,WAL,8,Lowlands (Wales)
1978,UIZSGP,QLNVOWRMFT,X,WAL,8,Lowlands (Wales)
1978,UIZSGP,LMZVTQFLCG,X,WAL,8,Lowlands (Wales)
1978,YTAUII,VRZAWRIYEZ,H,WAL,8,Lowlands (Wales)
1978,YTAUII,NXBEOLQYHZ,H,WAL,8,Lowlands (Wales)
1978,YTAUII,SJBLDSUWRR,RV,WAL,8,Lowlands (Wales)
1978,YTAUII,YWGFWBNKBY,RV,WAL,8,Lowlands (Wales)
1978,YTAUII,JUYNMCPFTI,SW,WAL,8,Lowlands (Wales)
1978,YTAUII,DURVKYXFCI,SW,WAL,8,Lowlands (Wales)
