YEAR,SQUARE_ID,PLOT_ID,AMALG_PTYPE,BRC_NUMBER,BRC_NAMES,TOTAL_COVER
1978,KOQHZQ,KGHFBRKQXY,RV,9202112,Ulex europaeus,1
1978,KOQHZQ,KGHFBRKQXY,RV,9202126,Urtica dioica,1
1978,KOQHZQ,QOCMDNXUEN,SW,92085,Alopecurus pratensis,1
1978,KOQHZQ,QOCMDNXUEN,SW,910665,Dryopteris filix-mas,1
1978,KOQHZQ,QOCMDNXUEN,SW,910712,Equisetum arvense,1
1978,KOQHZQ,QOCMDNXUEN,SW,920125,Anthriscus sylvestris,1
1978,KOQHZQ,QOCMDNXUEN,SW,920169,Arrhenatherum elatius,1
1978,KOQHZQ,QOCMDNXUEN,SW,920477,Chamerion angustifolium,1
1978,KOQHZQ,QOCMDNXUEN,SW,920873,Galium aparine,1
1978,KOQHZQ,QOCMDNXUEN,SW,920968,Heracleum sphondylium,1
1978,KOQHZQ,QOCMDNXUEN,SW,920984,Holcus mollis,1
1978,KOQHZQ,QOCMDNXUEN,SW,8201146,Eurhynchium sp.,1
1978,KOQHZQ,QOCMDNXUEN,SW,9201348,Rorippa nasturtium-aquaticum agg.,1
1978,KOQHZQ,QOCMDNXUEN,SW,9201507,Poa trivialis,1
1978,KOQHZQ,QOCMDNXUEN,SW,9201660,Ranunculus repens,1
1978,KOQHZQ,QOCMDNXUEN,SW,9201735,Rumex acetosella,1
1978,KOQHZQ,QOCMDNXUEN,SW,9201748,Rumex obtusifolius,1
1978,KOQHZQ,QOCMDNXUEN,SW,9202126,Urtica dioica,1
1978,KOQHZQ,QOCMDNXUEN,SW,9202172,Veronica montana,1
1978,KOQHZQ,QOCMDNXUEN,SW,9202198,Vicia sepium,1
1978,KOQHZQ,QOCMDNXUEN,SW,9204542,Myosotis seedling/sp,1
1978,KOQHZQ,YKZDPGTZWG,SW,92039,Agrostis stolonifera,1
1978,KOQHZQ,YKZDPGTZWG,SW,92085,Alopecurus pratensis,1
1978,KOQHZQ,YKZDPGTZWG,SW,920125,Anthriscus sylvestris,1
1978,KOQHZQ,YKZDPGTZWG,SW,920169,Arrhenatherum elatius,1
1978,KOQHZQ,YKZDPGTZWG,SW,920461,Cerastium arvense,1
1978,KOQHZQ,YKZDPGTZWG,SW,920607,Dactylis glomerata,1
1978,KOQHZQ,YKZDPGTZWG,SW,920833,Filipendula ulmaria,1
1978,KOQHZQ,YKZDPGTZWG,SW,920873,Galium aparine,1
1978,KOQHZQ,YKZDPGTZWG,SW,920968,Heracleum sphondylium,1
1978,KOQHZQ,YKZDPGTZWG,SW,920983,Holcus lanatus,1
1978,KOQHZQ,YKZDPGTZWG,SW,9201116,Lathyrus pratensis,1
1978,KOQHZQ,YKZDPGTZWG,SW,9201348,Rorippa nasturtium-aquaticum agg.,1
1978,KOQHZQ,YKZDPGTZWG,SW,9201506,Poa pratensis sens.lat.,1
1978,KOQHZQ,YKZDPGTZWG,SW,9201660,Ranunculus repens,1
1978,KOQHZQ,YKZDPGTZWG,SW,9201735,Rumex acetosella,1
1978,KOQHZQ,YKZDPGTZWG,SW,9201746,Rumex longifolius,1
1978,KOQHZQ,YKZDPGTZWG,SW,9201748,Rumex obtusifolius,1
1978,KOQHZQ,YKZDPGTZWG,SW,9202007,Stellaria uliginosa,1
1978,KOQHZQ,YKZDPGTZWG,SW,9202126,Urtica dioica,1
1978,KOQHZQ,YKZDPGTZWG,SW,9202166,Veronica beccabunga,1
1978,KOQHZQ,YKZDPGTZWG,SW,9202198,Vicia sepium,1
1978,KOQHZQ,YKZDPGTZWG,SW,9204542,Myosotis seedling/sp,1
1978,KOQHZQ,WWUBZSLJPD,X,92082,Alopecurus geniculatus,20
1978,KOQHZQ,WWUBZSLJPD,X,920254,Brassica rapa,1
1978,KOQHZQ,WWUBZSLJPD,X,920607,Dactylis glomerata,1
1978,KOQHZQ,WWUBZSLJPD,X,8201146,Eurhynchium sp.,1
1978,KOQHZQ,WWUBZSLJPD,X,9201183,Lolium perenne,20
1978,KOQHZQ,WWUBZSLJPD,X,9201242,Matricaria discoidea,1
1978,KOQHZQ,WWUBZSLJPD,X,9201495,Poa annua,1
1978,KOQHZQ,WWUBZSLJPD,X,9201507,Poa trivialis,1
1978,KOQHZQ,WWUBZSLJPD,X,9201660,Ranunculus repens,1
1978,KOQHZQ,WWUBZSLJPD,X,9201748,Rumex obtusifolius,1
1978,KOQHZQ,WWUBZSLJPD,X,9202092,Trifolium repens,15
1978,KOQHZQ,WWUBZSLJPD,X,9202175,Veronica persica,1
1978,KOQHZQ,WWUBZSLJPD,X,9204542,Myosotis seedling/sp,1
1978,KOQHZQ,NIULAUVKNP,X,92082,Alopecurus geniculatus,30
1978,KOQHZQ,NIULAUVKNP,X,920231,Bellis perennis,1
1978,KOQHZQ,NIULAUVKNP,X,920607,Dactylis glomerata,1
1978,KOQHZQ,NIULAUVKNP,X,8201146,Eurhynchium sp.,1
1978,KOQHZQ,NIULAUVKNP,X,9201183,Lolium perenne,30
1978,KOQHZQ,NIULAUVKNP,X,9201242,Matricaria discoidea,1
1978,KOQHZQ,NIULAUVKNP,X,9201495,Poa annua,1
1978,KOQHZQ,NIULAUVKNP,X,9201507,Poa trivialis,1
1978,KOQHZQ,NIULAUVKNP,X,9201748,Rumex obtusifolius,1
1978,KOQHZQ,NIULAUVKNP,X,9202092,Trifolium repens,15
1978,KOQHZQ,NIULAUVKNP,X,9202175,Veronica persica,1
1978,KOQHZQ,NIULAUVKNP,X,9204542,Myosotis seedling/sp,1
1978,KOQHZQ,ASUWXPQSVE,X,92082,Alopecurus geniculatus,25
1978,KOQHZQ,ASUWXPQSVE,X,920607,Dactylis glomerata,1
1978,KOQHZQ,ASUWXPQSVE,X,920968,Heracleum sphondylium,1
1978,KOQHZQ,ASUWXPQSVE,X,8201146,Eurhynchium sp.,1
1978,KOQHZQ,ASUWXPQSVE,X,9201183,Lolium perenne,35
1978,KOQHZQ,ASUWXPQSVE,X,9201495,Poa annua,1
1978,KOQHZQ,ASUWXPQSVE,X,9201507,Poa trivialis,1
1978,KOQHZQ,ASUWXPQSVE,X,9201660,Ranunculus repens,1
1978,KOQHZQ,ASUWXPQSVE,X,9202092,Trifolium repens,15
1978,KOQHZQ,ASUWXPQSVE,X,9202560,Hieracium 'indeterminate',1
1978,KOQHZQ,GHFOVXQUSG,X,920254,Brassica rapa,1
1978,KOQHZQ,GHFOVXQUSG,X,920325,Capsella bursa-pastoris,1
1978,KOQHZQ,GHFOVXQUSG,X,920854,Fumaria officinalis,1
1978,KOQHZQ,GHFOVXQUSG,X,9201242,Matricaria discoidea,20
1978,KOQHZQ,GHFOVXQUSG,X,9201522,Polygonum aviculare agg.,1
1978,KOQHZQ,GHFOVXQUSG,X,9202175,Veronica persica,1
1978,KOQHZQ,GHFOVXQUSG,X,9204367,Triticum aestivum,75
1978,KOQHZQ,GHFOVXQUSG,X,9204542,Myosotis seedling/sp,1
1978,KOQHZQ,FOGYZNVFPQ,X,92082,Alopecurus geniculatus,1
1978,KOQHZQ,FOGYZNVFPQ,X,92085,Alopecurus pratensis,1
1978,KOQHZQ,FOGYZNVFPQ,X,920607,Dactylis glomerata,1
1978,KOQHZQ,FOGYZNVFPQ,X,9201183,Lolium perenne,1
1978,KOQHZQ,FOGYZNVFPQ,X,9201506,Poa pratensis sens.lat.,1
1978,KOQHZQ,FOGYZNVFPQ,X,9201507,Poa trivialis,1
1978,KOQHZQ,FOGYZNVFPQ,X,9201748,Rumex obtusifolius,1
1978,KOQHZQ,FOGYZNVFPQ,X,9202092,Trifolium repens,1
1978,JFGJJD,OTHAIJAETE,X,820483,Polytrichum formosum,1
1978,JFGJJD,OTHAIJAETE,X,920155,Arctostaphylos uva-ursi,1
1978,JFGJJD,OTHAIJAETE,X,920309,Calluna vulgaris,20
1978,JFGJJD,OTHAIJAETE,X,920477,Chamerion angustifolium,1
1978,JFGJJD,OTHAIJAETE,X,920628,Deschampsia flexuosa,1
1978,JFGJJD,OTHAIJAETE,X,9201735,Rumex acetosella,1
1978,JFGJJD,OTHAIJAETE,X,9202136,Vaccinium myrtillus,1
1978,JFGJJD,OTHAIJAETE,X,9202138,Vaccinium vitis-idaea,1
1978,JFGJJD,IQHIUTUGFU,X,820206,Dicranum scoparium,1
1978,JFGJJD,IQHIUTUGFU,X,820351,Hypnum cupressiforme sens.lat.,1
1978,JFGJJD,IQHIUTUGFU,X,820459,Plagiothecium undulatum,1
1978,JFGJJD,IQHIUTUGFU,X,820463,Pleurozium schreberi,1
1978,JFGJJD,IQHIUTUGFU,X,820482,Polytrichum commune,1
1978,JFGJJD,IQHIUTUGFU,X,910244,Blechnum spicant,1
1978,JFGJJD,IQHIUTUGFU,X,920309,Calluna vulgaris,60
1978,JFGJJD,IQHIUTUGFU,X,920628,Deschampsia flexuosa,1
1978,JFGJJD,IQHIUTUGFU,X,920726,Erica cinerea,10
1978,JFGJJD,IQHIUTUGFU,X,9101215,Lycopodium clavatum,1
1978,JFGJJD,IQHIUTUGFU,X,9101619,Pteridium aquilinum,1
1978,JFGJJD,IQHIUTUGFU,X,9201484,Pinus sylvestris,10
1978,JFGJJD,IQHIUTUGFU,X,9202136,Vaccinium myrtillus,1
1978,JFGJJD,IQHIUTUGFU,X,9204445,Betula seedling/sp,5
1978,JFGJJD,KDSQYSFPZC,X,820206,Dicranum scoparium,1
1978,JFGJJD,KDSQYSFPZC,X,920155,Arctostaphylos uva-ursi,1
1978,JFGJJD,KDSQYSFPZC,X,920309,Calluna vulgaris,95
1978,JFGJJD,KDSQYSFPZC,X,920726,Erica cinerea,1
1978,JFGJJD,KDSQYSFPZC,X,9201328,Myrica gale,1
1978,JFGJJD,KDSQYSFPZC,X,9202136,Vaccinium myrtillus,1
1978,JFGJJD,EHYOUIHHIT,X,920155,Arctostaphylos uva-ursi,1
1978,JFGJJD,EHYOUIHHIT,X,920309,Calluna vulgaris,90
1978,JFGJJD,EHYOUIHHIT,X,920628,Deschampsia flexuosa,1
1978,JFGJJD,EHYOUIHHIT,X,920726,Erica cinerea,1
1978,JFGJJD,EHYOUIHHIT,X,9202136,Vaccinium myrtillus,1
1978,JFGJJD,BVNELZQLEB,X,920155,Arctostaphylos uva-ursi,1
1978,JFGJJD,BVNELZQLEB,X,920309,Calluna vulgaris,75
1978,JFGJJD,BVNELZQLEB,X,920628,Deschampsia flexuosa,5
1978,JFGJJD,BVNELZQLEB,X,920726,Erica cinerea,5
1978,JFGJJD,BVNELZQLEB,X,9201075,Juncus squarrosus,1
1978,JFGJJD,BVNELZQLEB,X,9202136,Vaccinium myrtillus,5
1978,JFGJJD,BVNELZQLEB,X,9204445,Betula seedling/sp,1
1978,NDDDBT,FNYSDUBAEJ,SW,820137,Campylopus atrovirens,1
1978,NDDDBT,FNYSDUBAEJ,SW,820346,Hylocomium splendens,1
1978,NDDDBT,FNYSDUBAEJ,SW,820482,Polytrichum commune,1
1978,NDDDBT,FNYSDUBAEJ,SW,910244,Blechnum spicant,1
1978,NDDDBT,FNYSDUBAEJ,SW,910712,Equisetum arvense,1
1978,NDDDBT,FNYSDUBAEJ,SW,920309,Calluna vulgaris,5
1978,NDDDBT,FNYSDUBAEJ,SW,920361,Carex viridula subsp.oedocarpa,1
1978,NDDDBT,FNYSDUBAEJ,SW,920370,Carex echinata,5
1978,NDDDBT,FNYSDUBAEJ,SW,920393,Carex nigra,10
1978,NDDDBT,FNYSDUBAEJ,SW,920657,Drosera rotundifolia,1
1978,NDDDBT,FNYSDUBAEJ,SW,920731,Erica tetralix,1
1978,NDDDBT,FNYSDUBAEJ,SW,920740,Eriophorum angustifolium,1
1978,NDDDBT,FNYSDUBAEJ,SW,920976,Pilosella officinarum,1
1978,NDDDBT,FNYSDUBAEJ,SW,920983,Holcus lanatus,1
1978,NDDDBT,FNYSDUBAEJ,SW,920999,Hydrocotyle vulgaris,1
1978,NDDDBT,FNYSDUBAEJ,SW,8101311,Marchantia spp.,1
1978,NDDDBT,FNYSDUBAEJ,SW,8201243,Sphagnum sp.,1
1978,NDDDBT,FNYSDUBAEJ,SW,9101619,Pteridium aquilinum,1
1978,NDDDBT,FNYSDUBAEJ,SW,9201058,Juncus bulbosus,1
1978,NDDDBT,FNYSDUBAEJ,SW,9201063,Juncus conglomeratus,1
1978,NDDDBT,FNYSDUBAEJ,SW,9201307,Molinia caerulea,10
1978,NDDDBT,FNYSDUBAEJ,SW,9201328,Myrica gale,5
1978,NDDDBT,FNYSDUBAEJ,SW,9201345,Narthecium ossifragum,1
1978,NDDDBT,FNYSDUBAEJ,SW,9201442,Pedicularis sylvatica,1
1978,NDDDBT,FNYSDUBAEJ,SW,9201576,Potamogeton polygonifolius,1
1978,NDDDBT,FNYSDUBAEJ,SW,9201588,Potentilla erecta,1
1978,NDDDBT,FNYSDUBAEJ,SW,9201858,Trichophorum cespitosum,1
1978,NDDDBT,FNYSDUBAEJ,SW,20000558,Sphagnum (green/fat),5
1978,NDDDBT,FNYSDUBAEJ,SW,20000559,Sphagnum (green/thin),30
1978,NDDDBT,FNYSDUBAEJ,SW,200001598,Sphagnum (red/thin),1
1978,NDDDBT,MJILFJDJXT,SW,92035,Agrostis canina sens.lat.,1
1978,NDDDBT,MJILFJDJXT,SW,820203,Dicranum majus,1
1978,NDDDBT,MJILFJDJXT,SW,820346,Hylocomium splendens,20
1978,NDDDBT,MJILFJDJXT,SW,820351,Hypnum cupressiforme sens.lat.,1
1978,NDDDBT,MJILFJDJXT,SW,820382,Mnium hornum,1
1978,NDDDBT,MJILFJDJXT,SW,820463,Pleurozium schreberi,1
1978,NDDDBT,MJILFJDJXT,SW,820599,Thuidium tamariscinum,1
1978,NDDDBT,MJILFJDJXT,SW,910244,Blechnum spicant,15
1978,NDDDBT,MJILFJDJXT,SW,910665,Dryopteris filix-mas,5
1978,NDDDBT,MJILFJDJXT,SW,920121,Anthoxanthum odoratum,1
1978,NDDDBT,MJILFJDJXT,SW,920309,Calluna vulgaris,10
1978,NDDDBT,MJILFJDJXT,SW,920331,Cardamine pratensis,1
1978,NDDDBT,MJILFJDJXT,SW,920541,Conopodium majus,1
1978,NDDDBT,MJILFJDJXT,SW,920627,Deschampsia cespitosa,5
1978,NDDDBT,MJILFJDJXT,SW,920628,Deschampsia flexuosa,5
1978,NDDDBT,MJILFJDJXT,SW,920821,Festuca ovina agg.,1
1978,NDDDBT,MJILFJDJXT,SW,920833,Filipendula ulmaria,1
1978,NDDDBT,MJILFJDJXT,SW,920878,Galium saxatile,1
1978,NDDDBT,MJILFJDJXT,SW,920968,Heracleum sphondylium,1
1978,NDDDBT,MJILFJDJXT,SW,920983,Holcus lanatus,1
1978,NDDDBT,MJILFJDJXT,SW,2000087,Carex pulicaris/serotina,1
1978,NDDDBT,MJILFJDJXT,SW,8101311,Marchantia spp.,1
1978,NDDDBT,MJILFJDJXT,SW,9101411,Osmunda regalis,1
1978,NDDDBT,MJILFJDJXT,SW,9101619,Pteridium aquilinum,1
1978,NDDDBT,MJILFJDJXT,SW,9102050,Gymnocarpium dryopteris,5
1978,NDDDBT,MJILFJDJXT,SW,9201015,Hypericum pulchrum,1
1978,NDDDBT,MJILFJDJXT,SW,9201067,Juncus effusus,1
1978,NDDDBT,MJILFJDJXT,SW,9201207,Luzula pilosa,1
1978,NDDDBT,MJILFJDJXT,SW,9201328,Myrica gale,1
1978,NDDDBT,MJILFJDJXT,SW,9201588,Potentilla erecta,1
1978,NDDDBT,MJILFJDJXT,SW,9201607,Primula vulgaris,1
1978,NDDDBT,MJILFJDJXT,SW,9201610,Prunella vulgaris,1
1978,NDDDBT,MJILFJDJXT,SW,9201960,Sorbus aucuparia,10
1978,NDDDBT,MJILFJDJXT,SW,9202034,Taraxacum agg.,1
1978,NDDDBT,MJILFJDJXT,SW,9202215,Viola palustris,1
1978,NDDDBT,MJILFJDJXT,SW,20000558,Sphagnum (green/fat),10
1978,NDDDBT,MJILFJDJXT,SW,20000559,Sphagnum (green/thin),5
1978,NDDDBT,MJILFJDJXT,SW,200001595,Viola riviniana/reichenbiana,1
1978,NDDDBT,KOVRNECQMU,X,82085,Breutelia chrysocoma,1
1978,NDDDBT,KOVRNECQMU,X,92035,Agrostis canina sens.lat.,1
1978,NDDDBT,KOVRNECQMU,X,820206,Dicranum scoparium,1
1978,NDDDBT,KOVRNECQMU,X,820346,Hylocomium splendens,1
1978,NDDDBT,KOVRNECQMU,X,820351,Hypnum cupressiforme sens.lat.,1
1978,NDDDBT,KOVRNECQMU,X,820382,Mnium hornum,1
1978,NDDDBT,KOVRNECQMU,X,820459,Plagiothecium undulatum,1
1978,NDDDBT,KOVRNECQMU,X,910244,Blechnum spicant,1
1978,NDDDBT,KOVRNECQMU,X,920309,Calluna vulgaris,80
1978,NDDDBT,KOVRNECQMU,X,920726,Erica cinerea,1
1978,NDDDBT,KOVRNECQMU,X,920731,Erica tetralix,1
1978,NDDDBT,KOVRNECQMU,X,9101619,Pteridium aquilinum,1
1978,NDDDBT,KOVRNECQMU,X,9201442,Pedicularis sylvatica,1
1978,NDDDBT,KOVRNECQMU,X,9201588,Potentilla erecta,5
1978,NDDDBT,KOVRNECQMU,X,9201858,Trichophorum cespitosum,1
1978,NDDDBT,KOVRNECQMU,X,9201960,Sorbus aucuparia,1
1978,NDDDBT,KOVRNECQMU,X,9205049,Luzula campestris/multiflora,1
1978,NDDDBT,KOVRNECQMU,X,20000323,Polygala vulgaris/serpyllifolia,1
1978,NDDDBT,KOVRNECQMU,X,20000559,Sphagnum (green/thin),1
1978,NDDDBT,RFRDDITNST,X,92035,Agrostis canina sens.lat.,1
1978,NDDDBT,RFRDDITNST,X,820137,Campylopus atrovirens,1
1978,NDDDBT,RFRDDITNST,X,820346,Hylocomium splendens,1
1978,NDDDBT,RFRDDITNST,X,820351,Hypnum cupressiforme sens.lat.,1
1978,NDDDBT,RFRDDITNST,X,820459,Plagiothecium undulatum,1
1978,NDDDBT,RFRDDITNST,X,820507,Pseudoscleropodium purum,1
1978,NDDDBT,RFRDDITNST,X,820525,Racomitrium lanuginosum,1
1978,NDDDBT,RFRDDITNST,X,920309,Calluna vulgaris,30
1978,NDDDBT,RFRDDITNST,X,920361,Carex viridula subsp.oedocarpa,1
1978,NDDDBT,RFRDDITNST,X,920370,Carex echinata,1
1978,NDDDBT,RFRDDITNST,X,920400,Carex panicea,1
1978,NDDDBT,RFRDDITNST,X,920657,Drosera rotundifolia,1
1978,NDDDBT,RFRDDITNST,X,920726,Erica cinerea,1
1978,NDDDBT,RFRDDITNST,X,920731,Erica tetralix,5
1978,NDDDBT,RFRDDITNST,X,920740,Eriophorum angustifolium,1
1978,NDDDBT,RFRDDITNST,X,920744,Eriophorum vaginatum,1
1978,NDDDBT,RFRDDITNST,X,920976,Pilosella officinarum,1
1978,NDDDBT,RFRDDITNST,X,2000087,Carex pulicaris/serotina,1
1978,NDDDBT,RFRDDITNST,X,5505962,Cladonia sp.,1
1978,NDDDBT,RFRDDITNST,X,5505962,Cladonia sp.,10
1978,NDDDBT,RFRDDITNST,X,9201058,Juncus bulbosus,1
1978,NDDDBT,RFRDDITNST,X,9201075,Juncus squarrosus,1
1978,NDDDBT,RFRDDITNST,X,9201307,Molinia caerulea,25
1978,NDDDBT,RFRDDITNST,X,9201328,Myrica gale,1
1978,NDDDBT,RFRDDITNST,X,9201344,Nardus stricta,1
1978,NDDDBT,RFRDDITNST,X,9201345,Narthecium ossifragum,1
1978,NDDDBT,RFRDDITNST,X,9201442,Pedicularis sylvatica,1
1978,NDDDBT,RFRDDITNST,X,9201481,Pinguicula vulgaris,1
1978,NDDDBT,RFRDDITNST,X,9201489,Plantago maritima,1
1978,NDDDBT,RFRDDITNST,X,9201588,Potentilla erecta,5
1978,NDDDBT,RFRDDITNST,X,9201858,Trichophorum cespitosum,10
1978,NDDDBT,RFRDDITNST,X,9202243,Euphrasia officinalis agg.,1
1978,NDDDBT,RFRDDITNST,X,20000323,Polygala vulgaris/serpyllifolia,1
1978,NDDDBT,RFRDDITNST,X,20000558,Sphagnum (green/fat),1
1978,NDDDBT,RFRDDITNST,X,20000559,Sphagnum (green/thin),1
1978,NDDDBT,RFRDDITNST,X,200001598,Sphagnum (red/thin),1
1978,NDDDBT,DFINZBTSWN,X,820137,Campylopus atrovirens,1
1978,NDDDBT,DFINZBTSWN,X,820351,Hypnum cupressiforme sens.lat.,1
1978,NDDDBT,DFINZBTSWN,X,820525,Racomitrium lanuginosum,1
1978,NDDDBT,DFINZBTSWN,X,920309,Calluna vulgaris,25
1978,NDDDBT,DFINZBTSWN,X,920361,Carex viridula subsp.oedocarpa,1
1978,NDDDBT,DFINZBTSWN,X,920400,Carex panicea,1
1978,NDDDBT,DFINZBTSWN,X,920610,Dactylorhiza maculata,1
1978,NDDDBT,DFINZBTSWN,X,920655,Drosera intermedia,1
1978,NDDDBT,DFINZBTSWN,X,920657,Drosera rotundifolia,1
1978,NDDDBT,DFINZBTSWN,X,920731,Erica tetralix,15
1978,NDDDBT,DFINZBTSWN,X,920740,Eriophorum angustifolium,15
1978,NDDDBT,DFINZBTSWN,X,920744,Eriophorum vaginatum,1
1978,NDDDBT,DFINZBTSWN,X,920976,Pilosella officinarum,1
1978,NDDDBT,DFINZBTSWN,X,5505962,Cladonia sp.,1
1978,NDDDBT,DFINZBTSWN,X,5505962,Cladonia sp.,15
1978,NDDDBT,DFINZBTSWN,X,9201307,Molinia caerulea,20
1978,NDDDBT,DFINZBTSWN,X,9201328,Myrica gale,1
1978,NDDDBT,DFINZBTSWN,X,9201345,Narthecium ossifragum,1
1978,NDDDBT,DFINZBTSWN,X,9201442,Pedicularis sylvatica,1
1978,NDDDBT,DFINZBTSWN,X,9201481,Pinguicula vulgaris,1
1978,NDDDBT,DFINZBTSWN,X,9201588,Potentilla erecta,1
1978,NDDDBT,DFINZBTSWN,X,9201858,Trichophorum cespitosum,5
1978,NDDDBT,DFINZBTSWN,X,20000323,Polygala vulgaris/serpyllifolia,1
1978,NDDDBT,DFINZBTSWN,X,20000559,Sphagnum (green/thin),1
1978,NDDDBT,DFINZBTSWN,X,200001598,Sphagnum (red/thin),5
1978,NDDDBT,WGBAWDINKA,X,820137,Campylopus atrovirens,1
1978,NDDDBT,WGBAWDINKA,X,820203,Dicranum majus,1
1978,NDDDBT,WGBAWDINKA,X,820206,Dicranum scoparium,1
1978,NDDDBT,WGBAWDINKA,X,820346,Hylocomium splendens,1
1978,NDDDBT,WGBAWDINKA,X,820459,Plagiothecium undulatum,1
1978,NDDDBT,WGBAWDINKA,X,820463,Pleurozium schreberi,1
1978,NDDDBT,WGBAWDINKA,X,820507,Pseudoscleropodium purum,1
1978,NDDDBT,WGBAWDINKA,X,820532,Rhytidiadelphus loreus,1
1978,NDDDBT,WGBAWDINKA,X,910244,Blechnum spicant,1
1978,NDDDBT,WGBAWDINKA,X,920116,Antennaria dioica,1
1978,NDDDBT,WGBAWDINKA,X,920121,Anthoxanthum odoratum,1
1978,NDDDBT,WGBAWDINKA,X,920309,Calluna vulgaris,35
1978,NDDDBT,WGBAWDINKA,X,920370,Carex echinata,1
1978,NDDDBT,WGBAWDINKA,X,920400,Carex panicea,5
