"visit_code_1","survey_year","survey_date","site_code","species"
"2012-15",2012,2012-05-25,"15","Clematis aristata"
"2012-15",2012,2012-05-25,"15","Correa lawrenciana"
"2012-15",2012,2012-05-25,"15","Cyathea australis"
"2012-15",2012,2012-05-25,"15","Dianella tasmanica"
"2012-15",2012,2012-05-25,"15","Dicksonia antarctica"
"2012-15",2012,2012-05-25,"15","Eucalyptus regnans"
"2012-15",2012,2012-05-25,"15","Grammitis billardierei"
"2012-15",2012,2012-05-25,"15","Histiopteris incisa"
"2012-15",2012,2012-05-25,"15","Nothofagus cunninghamii"
"2012-15",2012,2012-05-25,"15","Olearia phlogopappa"
"2012-15",2012,2012-05-25,"15","Polyscias sambucifolia"
"2012-15",2012,2012-05-25,"15","Polystichum proliferum"
"2012-15",2012,2012-05-25,"15","Pteridium esculentum"
"2012-15",2012,2012-05-25,"15","Tasmannia lanceolata"
"2012-15",2012,2012-05-25,"15","Tetrarrhena juncea"
"2012-15",2012,2012-05-25,"15","Viola hederacea"
"2012-17",2012,2012-05-29,"17","Acacia dealbata"
"2012-17",2012,2012-05-29,"17","Acacia frigescens"
"2012-17",2012,2012-05-29,"17","Acacia obliquinervia"
"2012-17",2012,2012-05-29,"17","Blechnum nudum"
"2012-17",2012,2012-05-29,"17","Blechnum wattsii"
"2012-17",2012,2012-05-29,"17","Cassinia aculeata"
"2012-17",2012,2012-05-29,"17","Correa lawrenciana"
"2012-17",2012,2012-05-29,"17","Dicksonia antarctica"
"2012-17",2012,2012-05-29,"17","Eucalyptus regnans"
"2012-17",2012,2012-05-29,"17","Histiopteris incisa"
"2012-17",2012,2012-05-29,"17","Lepidosperma elatius"
"2012-17",2012,2012-05-29,"17","Olearia phlogopappa"
"2012-17",2012,2012-05-29,"17","Persoonia arborea"
"2012-17",2012,2012-05-29,"17","Polyscias sambucifolia"
"2012-17",2012,2012-05-29,"17","Polystichum proliferum"
"2012-17",2012,2012-05-29,"17","Pteridium esculentum"
"2012-17",2012,2012-05-29,"17","Tasmannia lanceolata"
"2012-17",2012,2012-05-29,"17","Tetrarrhena juncea"
"2012-17",2012,2012-05-29,"17","Zieria arborescens"
"2012-18",2012,2012-06-07,"18","Acacia dealbata"
"2012-18",2012,2012-06-07,"18","Acaena novae-zelandiae"
"2012-18",2012,2012-06-07,"18","Blechnum wattsii"
"2012-18",2012,2012-06-07,"18","Clematis aristata"
"2012-18",2012,2012-06-07,"18","Correa lawrenciana"
"2012-18",2012,2012-06-07,"18","Cyathea australis"
"2012-18",2012,2012-06-07,"18","Dawsonia superba"
"2012-18",2012,2012-06-07,"18","Dicksonia antarctica"
"2012-18",2012,2012-06-07,"18","Eucalyptus regnans"
"2012-18",2012,2012-06-07,"18","Hedycarya angustifolia"
"2012-18",2012,2012-06-07,"18","Histiopteris incisa"
"2012-18",2012,2012-06-07,"18","Hydrocotyle hirta"
"2012-18",2012,2012-06-07,"18","Leionema bilobum"
"2012-18",2012,2012-06-07,"18","Nothofagus cunninghamii"
"2012-18",2012,2012-06-07,"18","Olearia argophylla"
"2012-18",2012,2012-06-07,"18","Olearia lirata"
"2012-18",2012,2012-06-07,"18","Pimelea axiflora"
"2012-18",2012,2012-06-07,"18","Polyscias sambucifolia"
"2012-18",2012,2012-06-07,"18","Polystichum proliferum"
"2012-18",2012,2012-06-07,"18","Prostanthera lasianthos"
"2012-18",2012,2012-06-07,"18","Tasmannia lanceolata"
"2012-18",2012,2012-06-07,"18","Tetrarrhena juncea"
"2012-18",2012,2012-06-07,"18","Viola hederacea"
"2012-18",2012,2012-06-07,"18","Zieria arborescens"
"2012-21",2012,2012-05-23,"21","Acacia frigescens"
"2012-21",2012,2012-05-23,"21","Coprosma quadrifida"
"2012-21",2012,2012-05-23,"21","Cyathea australis"
"2012-21",2012,2012-05-23,"21","Dianella tasmanica"
"2012-21",2012,2012-05-23,"21","Dicksonia antarctica"
"2012-21",2012,2012-05-23,"21","Eucalyptus delegatensis"
"2012-21",2012,2012-05-23,"21","Eucalyptus nitens"
"2012-21",2012,2012-05-23,"21","Notelaea ligustrina"
"2012-21",2012,2012-05-23,"21","Olearia phlogopappa"
"2012-21",2012,2012-05-23,"21","Polystichum proliferum"
"2012-21",2012,2012-05-23,"21","Rubus fruticosus"
"2012-22",2012,2012-05-21,"22","Acacia dealbata"
"2012-22",2012,2012-05-21,"22","Acacia frigescens"
"2012-22",2012,2012-05-21,"22","Coprosma hirtella"
"2012-22",2012,2012-05-21,"22","Cyathea australis"
"2012-22",2012,2012-05-21,"22","Derwentia derwentiana"
"2012-22",2012,2012-05-21,"22","Dianella tasmanica"
"2012-22",2012,2012-05-21,"22","Eucalyptus delegatensis"
"2012-22",2012,2012-05-21,"22","Geranium potentilloides"
"2012-22",2012,2012-05-21,"22","Hydrocotyle hirta"
"2012-22",2012,2012-05-21,"22","Notelaea ligustrina"
"2012-22",2012,2012-05-21,"22","Olearia phlogopappa"
"2012-22",2012,2012-05-21,"22","Poa ensiformis"
"2012-22",2012,2012-05-21,"22","Polyscias sambucifolia"
"2012-22",2012,2012-05-21,"22","Polystichum proliferum"
"2012-22",2012,2012-05-21,"22","Pteridium esculentum"
"2012-22",2012,2012-05-21,"22","Rorippa gigantea"
"2012-22",2012,2012-05-21,"22","Rubus fruticosus"
"2012-22",2012,2012-05-21,"22","Senecio velleioides"
"2012-22",2012,2012-05-21,"22","Stellaria flaccida"
"2012-25",2012,2012-05-18,"25","Acacia dealbata"
"2012-25",2012,2012-05-18,"25","Acacia frigescens"
"2012-25",2012,2012-05-18,"25","Cassinia longifolia"
"2012-25",2012,2012-05-18,"25","Clematis aristata"
"2012-25",2012,2012-05-18,"25","Coprosma hirtella"
"2012-25",2012,2012-05-18,"25","Correa lawrenciana"
"2012-25",2012,2012-05-18,"25","Cyathea australis"
"2012-25",2012,2012-05-18,"25","Daviesia mimosoides"
"2012-25",2012,2012-05-18,"25","Dryopoa dives"
"2012-25",2012,2012-05-18,"25","Eucalyptus delegatensis"
"2012-25",2012,2012-05-18,"25","Eucalyptus nitens"
"2012-25",2012,2012-05-18,"25","Notelaea ligustrina"
"2012-25",2012,2012-05-18,"25","Olearia lirata"
"2012-25",2012,2012-05-18,"25","Olearia phlogopappa"
"2012-25",2012,2012-05-18,"25","Polyscias sambucifolia"
"2012-25",2012,2012-05-18,"25","Polystichum proliferum"
"2012-25",2012,2012-05-18,"25","Prostanthera melissifolia"
"2012-25",2012,2012-05-18,"25","Pteridium esculentum"
"2012-25",2012,2012-05-18,"25","Rubus fruticosus"
"2012-27",2012,2012-05-07,"27","Acacia frigescens"
"2012-27",2012,2012-05-07,"27","Acaena novae-zelandiae"
"2012-27",2012,2012-05-07,"27","Acrothamnus maccraei"
"2012-27",2012,2012-05-07,"27","Blechnum wattsii"
"2012-27",2012,2012-05-07,"27","Cassinia aculeata"
"2012-27",2012,2012-05-07,"27","Clematis aristata"
"2012-27",2012,2012-05-07,"27","Coprosma quadrifida"
"2012-27",2012,2012-05-07,"27","Correa lawrenciana"
"2012-27",2012,2012-05-07,"27","Dianella tasmanica"
"2012-27",2012,2012-05-07,"27","Dicksonia antarctica"
"2012-27",2012,2012-05-07,"27","Dryopoa dives"
"2012-27",2012,2012-05-07,"27","Eucalyptus nitens"
"2012-27",2012,2012-05-07,"27","Eucalyptus regnans"
"2012-27",2012,2012-05-07,"27","Geranium potentilloides"
"2012-27",2012,2012-05-07,"27","Histiopteris incisa"
"2012-27",2012,2012-05-07,"27","Hydrocotyle hirta"
"2012-27",2012,2012-05-07,"27","Hypochoeris radicata"
"2012-27",2012,2012-05-07,"27","Notelaea ligustrina"
"2012-27",2012,2012-05-07,"27","Oreomyrrhis eriopoda"
"2012-27",2012,2012-05-07,"27","Ozothamnus thyrsoideus"
"2012-27",2012,2012-05-07,"27","Poa ensiformis"
"2012-27",2012,2012-05-07,"27","Polyscias sambucifolia"
"2012-27",2012,2012-05-07,"27","Polystichum proliferum"
"2012-27",2012,2012-05-07,"27","Pteridium esculentum"
"2012-27",2012,2012-05-07,"27","Rubus fruticosus"
"2012-27",2012,2012-05-07,"27","Senecio gunnii"
"2012-27",2012,2012-05-07,"27","Senecio velleioides"
"2012-27",2012,2012-05-07,"27","Stellaria flaccida"
"2012-27",2012,2012-05-07,"27","Tasmannia lanceolata"
"2012-27",2012,2012-05-07,"27","Tasmannia xerophila"
"2012-28",2012,2012-07-12,"28","Acacia dealbata"
"2012-28",2012,2012-07-12,"28","Acacia frigescens"
"2012-28",2012,2012-07-12,"28","Blechnum wattsii"
"2012-28",2012,2012-07-12,"28","Cyathea australis"
"2012-28",2012,2012-07-12,"28","Dicksonia antarctica"
"2012-28",2012,2012-07-12,"28","Eucalyptus delegatensis"
"2012-28",2012,2012-07-12,"28","Nothofagus cunninghamii"
"2012-28",2012,2012-07-12,"28","Olearia phlogopappa"
"2012-28",2012,2012-07-12,"28","Persoonia arborea"
"2012-28",2012,2012-07-12,"28","Polystichum proliferum"
"2012-28",2012,2012-07-12,"28","Rubus fruticosus"
"2012-28",2012,2012-07-12,"28","Stellaria flaccida"
"2012-29",2012,2012-05-07,"29","Acacia dealbata"
"2012-29",2012,2012-05-07,"29","Acaena novae-zelandiae"
"2012-29",2012,2012-05-07,"29","Acrothamnus maccraei"
"2012-29",2012,2012-05-07,"29","Blechnum wattsii"
"2012-29",2012,2012-05-07,"29","Cirsium vulgare"
"2012-29",2012,2012-05-07,"29","Coprosma quadrifida"
"2012-29",2012,2012-05-07,"29","Dianella tasmanica"
"2012-29",2012,2012-05-07,"29","Dicksonia antarctica"
"2012-29",2012,2012-05-07,"29","Dryopoa dives"
"2012-29",2012,2012-05-07,"29","Eucalyptus nitens"
"2012-29",2012,2012-05-07,"29","Eucalyptus regnans"
"2012-29",2012,2012-05-07,"29","Histiopteris incisa"
"2012-29",2012,2012-05-07,"29","Hypochoeris radicata"
"2012-29",2012,2012-05-07,"29","Lomatia fraseri"
"2012-29",2012,2012-05-07,"29","Nothofagus cunninghamii"
"2012-29",2012,2012-05-07,"29","Olearia phlogopappa"
"2012-29",2012,2012-05-07,"29","Pittosporum bicolor"
"2012-29",2012,2012-05-07,"29","Polyscias sambucifolia"
"2012-29",2012,2012-05-07,"29","Polystichum proliferum"
"2012-29",2012,2012-05-07,"29","Prunella vulgaris"
"2012-29",2012,2012-05-07,"29","Ranunculus plebeius"
"2012-29",2012,2012-05-07,"29","Rubus fruticosus"
"2012-29",2012,2012-05-07,"29","Tasmannia lanceolata"
"2012-29",2012,2012-05-07,"29","Trifolium sp."
"2012-30",2012,2012-07-12,"30","Acacia frigescens"
"2012-30",2012,2012-07-12,"30","Acrothamnus maccraei"
"2012-30",2012,2012-07-12,"30","Blechnum wattsii"
"2012-30",2012,2012-07-12,"30","Coprosma hirtella"
"2012-30",2012,2012-07-12,"30","Cyathea australis"
"2012-30",2012,2012-07-12,"30","Dianella tasmanica"
"2012-30",2012,2012-07-12,"30","Dicksonia antarctica"
"2012-30",2012,2012-07-12,"30","Eucalyptus delegatensis"
"2012-30",2012,2012-07-12,"30","Eucalyptus regnans"
"2012-30",2012,2012-07-12,"30","Leionema bilobum"
"2012-30",2012,2012-07-12,"30","Lepidosperma elatius"
"2012-30",2012,2012-07-12,"30","Notelaea ligustrina"
"2012-30",2012,2012-07-12,"30","Nothofagus cunninghamii"
"2012-30",2012,2012-07-12,"30","Olearia phlogopappa"
"2012-30",2012,2012-07-12,"30","Polyscias sambucifolia"
"2012-30",2012,2012-07-12,"30","Polystichum proliferum"
"2012-30",2012,2012-07-12,"30","Tasmannia xerophila"
"2012-31",2012,2012-05-07,"31","Acacia dealbata"
"2012-31",2012,2012-05-07,"31","Acacia frigescens"
"2012-31",2012,2012-05-07,"31","Acaena novae-zelandiae"
"2012-31",2012,2012-05-07,"31","Acrothamnus maccraei"
"2012-31",2012,2012-05-07,"31","Blechnum wattsii"
"2012-31",2012,2012-05-07,"31","Clematis aristata"
"2012-31",2012,2012-05-07,"31","Coprosma hirtella"
"2012-31",2012,2012-05-07,"31","Coprosma quadrifida"
"2012-31",2012,2012-05-07,"31","Dicksonia antarctica"
"2012-31",2012,2012-05-07,"31","Drymophila cyanocarpa"
"2012-31",2012,2012-05-07,"31","Dryopoa dives"
"2012-31",2012,2012-05-07,"31","Eucalyptus nitens"
"2012-31",2012,2012-05-07,"31","Eucalyptus regnans"
"2012-31",2012,2012-05-07,"31","Geranium potentilloides"
"2012-31",2012,2012-05-07,"31","Histiopteris incisa"
"2012-31",2012,2012-05-07,"31","Hydrocotyle hirta"
"2012-31",2012,2012-05-07,"31","Leptostigma reptans"
"2012-31",2012,2012-05-07,"31","Lomatia fraseri"
"2012-31",2012,2012-05-07,"31","Olearia argophylla"
"2012-31",2012,2012-05-07,"31","Olearia phlogopappa"
"2012-31",2012,2012-05-07,"31","Polyscias sambucifolia"
"2012-31",2012,2012-05-07,"31","Polystichum proliferum"
"2012-31",2012,2012-05-07,"31","Prostanthera lasianthos"
"2012-31",2012,2012-05-07,"31","Pteridium esculentum"
"2012-31",2012,2012-05-07,"31","Rubus fruticosus"
"2012-31",2012,2012-05-07,"31","Stellaria flaccida"
"2012-31",2012,2012-05-07,"31","Tasmannia lanceolata"
"2012-31",2012,2012-05-07,"31","Trifolium sp."
"2012-31",2012,2012-05-07,"31","Viola hederacea"
"2012-32",2012,2012-05-07,"32","Acacia dealbata"
"2012-32",2012,2012-05-07,"32","Acaena novae-zelandiae"
"2012-32",2012,2012-05-07,"32","Acrothamnus maccraei"
"2012-32",2012,2012-05-07,"32","Billardiera mutabilis"
"2012-32",2012,2012-05-07,"32","Blechnum wattsii"
"2012-32",2012,2012-05-07,"32","Cassinia aculeata"
"2012-32",2012,2012-05-07,"32","Clematis aristata"
"2012-32",2012,2012-05-07,"32","Coprosma hirtella"
"2012-32",2012,2012-05-07,"32","Coprosma quadrifida"
"2012-32",2012,2012-05-07,"32","Dianella tasmanica"
"2012-32",2012,2012-05-07,"32","Dicksonia antarctica"
"2012-32",2012,2012-05-07,"32","Drymophila cyanocarpa"
"2012-32",2012,2012-05-07,"32","Dryopoa dives"
"2012-32",2012,2012-05-07,"32","Eucalyptus nitens"
"2012-32",2012,2012-05-07,"32","Eucalyptus regnans"
"2012-32",2012,2012-05-07,"32","Geranium potentilloides"
"2012-32",2012,2012-05-07,"32","Histiopteris incisa"
"2012-32",2012,2012-05-07,"32","Hydrocotyle hirta"
