"year","trans_quad","species","abundance","caps"
1999,"T1Q4","Aristida warburgii",0,"4774"
1999,"T1Q5","Aristida warburgii",0,"4774"
1999,"T1Q6","Aristida warburgii",0,"4774"
1999,"T1Q7","Aristida warburgii",0,"4774"
1999,"T2Q1","Aristida warburgii",0,"4774"
1999,"T2Q2","Aristida warburgii",0,"4774"
1999,"T2Q3","Aristida warburgii",0,"4774"
1999,"T2Q4","Aristida warburgii",0,"4774"
1999,"T2Q5","Aristida warburgii",0,"4774"
1999,"T2Q6","Aristida warburgii",0,"4774"
1999,"T2Q7","Aristida warburgii",0,"4774"
1999,"T3Q1","Aristida warburgii",0,"4774"
1999,"T3Q2","Aristida warburgii",0,"4774"
1999,"T3Q3","Aristida warburgii",0,"4774"
1999,"T3Q4","Aristida warburgii",0,"4774"
1999,"T3Q5","Aristida warburgii",0,"4774"
1999,"T3Q6","Aristida warburgii",0,"4774"
1999,"T3Q7","Aristida warburgii",0,"4774"
1999,"T4Q1","Aristida warburgii",0,"4774"
1999,"T4Q2","Aristida warburgii",0,"4774"
1999,"T4Q3","Aristida warburgii",0,"4774"
1999,"T4Q4","Aristida warburgii",0,"4774"
1999,"T4Q5","Aristida warburgii",0,"4774"
1999,"T4Q6","Aristida warburgii",0,"4774"
1999,"T4Q7","Aristida warburgii",0,"4774"
1999,"T5Q1","Aristida warburgii",0,"4774"
1999,"T5Q2","Aristida warburgii",0,"4774"
1999,"T5Q3","Aristida warburgii",0,"4774"
1999,"T5Q4","Aristida warburgii",0,"4774"
1999,"T5Q5","Aristida warburgii",0,"4774"
1999,"T5Q6","Aristida warburgii",0,"4774"
1999,"T5Q7","Aristida warburgii",0,"4774"
1999,"T6Q1","Aristida warburgii",0,"4774"
1999,"T6Q2","Aristida warburgii",0,"4774"
1999,"T6Q3","Aristida warburgii",0,"4774"
1999,"T6Q4","Aristida warburgii",0,"4774"
1999,"T6Q5","Aristida warburgii",0,"4774"
1999,"T6Q6","Aristida warburgii",0,"4774"
1999,"T6Q7","Aristida warburgii",0,"4774"
1999,"T7Q1","Aristida warburgii",0,"4774"
1999,"T7Q2","Aristida warburgii",0,"4774"
1999,"T7Q3","Aristida warburgii",0,"4774"
1999,"T7Q4","Aristida warburgii",0,"4774"
1999,"T7Q5","Aristida warburgii",0,"4774"
1999,"T7Q6","Aristida warburgii",0,"4774"
1999,"T7Q7","Aristida warburgii",0,"4774"
1999,"T8Q1","Aristida warburgii",0,"4774"
1999,"T8Q2","Aristida warburgii",2,"4774"
1999,"T8Q3","Aristida warburgii",0,"4774"
1999,"T8Q4","Aristida warburgii",0,"4774"
1999,"T8Q5","Aristida warburgii",0,"4774"
1999,"T8Q6","Aristida warburgii",0,"4774"
1999,"T8Q7","Aristida warburgii",0,"4774"
2002,"T1Q1","Aristida warburgii",0,"4774"
2002,"T1Q2","Aristida warburgii",0,"4774"
2002,"T1Q3","Aristida warburgii",0,"4774"
2002,"T1Q4","Aristida warburgii",0,"4774"
2002,"T1Q5","Aristida warburgii",0,"4774"
2002,"T1Q6","Aristida warburgii",0,"4774"
2002,"T1Q7","Aristida warburgii",0,"4774"
2002,"T2Q1","Aristida warburgii",0,"4774"
2002,"T2Q2","Aristida warburgii",0,"4774"
2002,"T2Q3","Aristida warburgii",0,"4774"
2002,"T2Q4","Aristida warburgii",0,"4774"
2002,"T2Q5","Aristida warburgii",0,"4774"
2002,"T2Q6","Aristida warburgii",0,"4774"
2002,"T2Q7","Aristida warburgii",0,"4774"
2002,"T3Q1","Aristida warburgii",0,"4774"
2002,"T3Q2","Aristida warburgii",0,"4774"
2002,"T3Q3","Aristida warburgii",0,"4774"
2002,"T3Q4","Aristida warburgii",0,"4774"
2002,"T3Q5","Aristida warburgii",0,"4774"
2002,"T3Q6","Aristida warburgii",0,"4774"
2002,"T3Q7","Aristida warburgii",0,"4774"
2002,"T4Q1","Aristida warburgii",0,"4774"
2002,"T4Q2","Aristida warburgii",0,"4774"
2002,"T4Q3","Aristida warburgii",0,"4774"
2002,"T4Q4","Aristida warburgii",0,"4774"
2002,"T4Q5","Aristida warburgii",0,"4774"
2002,"T4Q6","Aristida warburgii",0,"4774"
2002,"T4Q7","Aristida warburgii",0,"4774"
2002,"T5Q1","Aristida warburgii",0,"4774"
2002,"T5Q2","Aristida warburgii",0,"4774"
2002,"T5Q3","Aristida warburgii",0,"4774"
2002,"T5Q4","Aristida warburgii",0,"4774"
2002,"T5Q5","Aristida warburgii",0,"4774"
2002,"T5Q6","Aristida warburgii",0,"4774"
2002,"T5Q7","Aristida warburgii",0,"4774"
2002,"T6Q1","Aristida warburgii",0,"4774"
2002,"T6Q2","Aristida warburgii",0,"4774"
2002,"T6Q3","Aristida warburgii",0,"4774"
2002,"T6Q4","Aristida warburgii",0,"4774"
2002,"T6Q5","Aristida warburgii",0,"4774"
2002,"T6Q6","Aristida warburgii",0,"4774"
2002,"T6Q7","Aristida warburgii",0,"4774"
2002,"T7Q1","Aristida warburgii",0,"4774"
2002,"T7Q2","Aristida warburgii",0,"4774"
2002,"T7Q3","Aristida warburgii",0,"4774"
2002,"T7Q4","Aristida warburgii",0,"4774"
2002,"T7Q5","Aristida warburgii",0,"4774"
2002,"T7Q6","Aristida warburgii",0,"4774"
2002,"T7Q7","Aristida warburgii",0,"4774"
2002,"T8Q1","Aristida warburgii",0,"4774"
2002,"T8Q2","Aristida warburgii",0,"4774"
2002,"T8Q3","Aristida warburgii",0,"4774"
2002,"T8Q4","Aristida warburgii",0,"4774"
2002,"T8Q5","Aristida warburgii",0,"4774"
2002,"T8Q6","Aristida warburgii",0,"4774"
2002,"T8Q7","Aristida warburgii",0,"4774"
2007,"T1Q1","Aristida warburgii",0,"4774"
2007,"T1Q2","Aristida warburgii",0,"4774"
2007,"T1Q3","Aristida warburgii",0,"4774"
2007,"T1Q4","Aristida warburgii",0,"4774"
2007,"T1Q5","Aristida warburgii",0,"4774"
2007,"T1Q6","Aristida warburgii",0,"4774"
2007,"T1Q7","Aristida warburgii",0,"4774"
2007,"T2Q1","Aristida warburgii",0,"4774"
2007,"T2Q2","Aristida warburgii",0,"4774"
2007,"T2Q3","Aristida warburgii",0,"4774"
2007,"T2Q4","Aristida warburgii",0,"4774"
2007,"T2Q5","Aristida warburgii",0,"4774"
2007,"T2Q6","Aristida warburgii",0,"4774"
2007,"T2Q7","Aristida warburgii",0,"4774"
2007,"T3Q1","Aristida warburgii",0,"4774"
2007,"T3Q2","Aristida warburgii",0,"4774"
2007,"T3Q3","Aristida warburgii",0,"4774"
2007,"T3Q4","Aristida warburgii",0,"4774"
2007,"T3Q5","Aristida warburgii",0,"4774"
2007,"T3Q6","Aristida warburgii",0,"4774"
2007,"T3Q7","Aristida warburgii",0,"4774"
2007,"T4Q1","Aristida warburgii",0,"4774"
2007,"T4Q2","Aristida warburgii",0,"4774"
2007,"T4Q3","Aristida warburgii",0,"4774"
2007,"T4Q4","Aristida warburgii",0,"4774"
2007,"T4Q5","Aristida warburgii",0,"4774"
2007,"T4Q6","Aristida warburgii",0,"4774"
2007,"T4Q7","Aristida warburgii",0,"4774"
2007,"T5Q1","Aristida warburgii",0,"4774"
2007,"T5Q2","Aristida warburgii",0,"4774"
2007,"T5Q3","Aristida warburgii",0,"4774"
2007,"T5Q4","Aristida warburgii",0,"4774"
2007,"T5Q5","Aristida warburgii",0,"4774"
2007,"T5Q6","Aristida warburgii",0,"4774"
2007,"T5Q7","Aristida warburgii",0,"4774"
2007,"T6Q1","Aristida warburgii",0,"4774"
2007,"T6Q2","Aristida warburgii",0,"4774"
2007,"T6Q3","Aristida warburgii",0,"4774"
2007,"T6Q4","Aristida warburgii",0,"4774"
2007,"T6Q5","Aristida warburgii",0,"4774"
2007,"T6Q6","Aristida warburgii",0,"4774"
2007,"T6Q7","Aristida warburgii",0,"4774"
2007,"T7Q1","Aristida warburgii",0,"4774"
2007,"T7Q2","Aristida warburgii",0,"4774"
2007,"T7Q3","Aristida warburgii",0,"4774"
2007,"T7Q4","Aristida warburgii",0,"4774"
2007,"T7Q5","Aristida warburgii",0,"4774"
2007,"T7Q6","Aristida warburgii",0,"4774"
2007,"T7Q7","Aristida warburgii",0,"4774"
2007,"T8Q1","Aristida warburgii",0,"4774"
2007,"T8Q2","Aristida warburgii",0,"4774"
2007,"T8Q3","Aristida warburgii",0,"4774"
2007,"T8Q4","Aristida warburgii",0,"4774"
2007,"T8Q5","Aristida warburgii",0,"4774"
2007,"T8Q6","Aristida warburgii",0,"4774"
2007,"T8Q7","Aristida warburgii",0,"4774"
2011,"T1Q1","Aristida warburgii",0,"4774"
2011,"T1Q2","Aristida warburgii",0,"4774"
2011,"T1Q3","Aristida warburgii",0,"4774"
2011,"T1Q4","Aristida warburgii",0,"4774"
2011,"T1Q5","Aristida warburgii",0,"4774"
2011,"T1Q6","Aristida warburgii",0,"4774"
2011,"T1Q7","Aristida warburgii",0,"4774"
2011,"T2Q1","Aristida warburgii",4,"4774"
2011,"T2Q2","Aristida warburgii",0,"4774"
2011,"T2Q3","Aristida warburgii",0,"4774"
2011,"T2Q4","Aristida warburgii",0,"4774"
2011,"T2Q5","Aristida warburgii",1,"4774"
2011,"T2Q6","Aristida warburgii",0,"4774"
2011,"T2Q7","Aristida warburgii",0,"4774"
2011,"T3Q1","Aristida warburgii",0,"4774"
2011,"T3Q2","Aristida warburgii",0,"4774"
2011,"T3Q3","Aristida warburgii",0,"4774"
2011,"T3Q4","Aristida warburgii",0,"4774"
2011,"T3Q5","Aristida warburgii",0,"4774"
2011,"T3Q6","Aristida warburgii",0,"4774"
2011,"T3Q7","Aristida warburgii",0,"4774"
2011,"T4Q1","Aristida warburgii",0,"4774"
2011,"T4Q2","Aristida warburgii",0,"4774"
2011,"T4Q3","Aristida warburgii",0,"4774"
2011,"T4Q4","Aristida warburgii",0,"4774"
2011,"T4Q5","Aristida warburgii",0,"4774"
2011,"T4Q6","Aristida warburgii",0,"4774"
2011,"T4Q7","Aristida warburgii",0,"4774"
2011,"T5Q1","Aristida warburgii",0,"4774"
2011,"T5Q2","Aristida warburgii",0,"4774"
2011,"T5Q3","Aristida warburgii",0,"4774"
2011,"T5Q4","Aristida warburgii",0,"4774"
2011,"T5Q5","Aristida warburgii",0,"4774"
2011,"T5Q6","Aristida warburgii",0,"4774"
2011,"T5Q7","Aristida warburgii",0,"4774"
2011,"T6Q1","Aristida warburgii",0,"4774"
2011,"T6Q2","Aristida warburgii",0,"4774"
2011,"T6Q3","Aristida warburgii",0,"4774"
2011,"T6Q4","Aristida warburgii",0,"4774"
2011,"T6Q5","Aristida warburgii",0,"4774"
2011,"T6Q6","Aristida warburgii",0,"4774"
2011,"T6Q7","Aristida warburgii",0,"4774"
2011,"T7Q1","Aristida warburgii",0,"4774"
2011,"T7Q2","Aristida warburgii",0,"4774"
2011,"T7Q3","Aristida warburgii",0,"4774"
2011,"T7Q4","Aristida warburgii",0,"4774"
2011,"T7Q5","Aristida warburgii",0,"4774"
2011,"T7Q6","Aristida warburgii",0,"4774"
2011,"T7Q7","Aristida warburgii",0,"4774"
2011,"T8Q1","Aristida warburgii",0,"4774"
2011,"T8Q2","Aristida warburgii",2,"4774"
2011,"T8Q3","Aristida warburgii",0,"4774"
2011,"T8Q4","Aristida warburgii",0,"4774"
2011,"T8Q5","Aristida warburgii",0,"4774"
2011,"T8Q6","Aristida warburgii",0,"4774"
2011,"T8Q7","Aristida warburgii",0,"4774"
2014,"T1Q1","Aristida warburgii",0,"4774"
2014,"T1Q2","Aristida warburgii",0,"4774"
2014,"T1Q3","Aristida warburgii",0,"4774"
2014,"T1Q4","Aristida warburgii",0,"4774"
2014,"T1Q5","Aristida warburgii",0,"4774"
2014,"T1Q6","Aristida warburgii",0,"4774"
2014,"T1Q7","Aristida warburgii",0,"4774"
2014,"T2Q1","Aristida warburgii",3,"4774"
2014,"T2Q2","Aristida warburgii",0,"4774"
2014,"T2Q3","Aristida warburgii",0,"4774"
2014,"T2Q4","Aristida warburgii",1,"4774"
2014,"T2Q5","Aristida warburgii",0,"4774"
2014,"T2Q6","Aristida warburgii",0,"4774"
2014,"T2Q7","Aristida warburgii",0,"4774"
2014,"T3Q1","Aristida warburgii",0,"4774"
2014,"T3Q2","Aristida warburgii",0,"4774"
2014,"T3Q3","Aristida warburgii",0,"4774"
2014,"T3Q4","Aristida warburgii",0,"4774"
2014,"T3Q5","Aristida warburgii",0,"4774"
2014,"T3Q6","Aristida warburgii",0,"4774"
2014,"T3Q7","Aristida warburgii",0,"4774"
2014,"T4Q1","Aristida warburgii",0,"4774"
2014,"T4Q2","Aristida warburgii",0,"4774"
2014,"T4Q3","Aristida warburgii",0,"4774"
2014,"T4Q4","Aristida warburgii",0,"4774"
2014,"T4Q5","Aristida warburgii",0,"4774"
2014,"T4Q6","Aristida warburgii",0,"4774"
2014,"T4Q7","Aristida warburgii",0,"4774"
2014,"T5Q1","Aristida warburgii",0,"4774"
2014,"T5Q2","Aristida warburgii",0,"4774"
2014,"T5Q3","Aristida warburgii",0,"4774"
2014,"T5Q4","Aristida warburgii",0,"4774"
2014,"T5Q5","Aristida warburgii",0,"4774"
