YEAR,SQUARE,SITE_ID,SAMPLE_DATE,SPECIES_CODE,NAME,LC07,LC07_NUM,EZ_DESC_07,COUNTRY,COUNTY07
1990,YDSEWL,1,17-Sep-90,42220101,"Cordulegaster boltonii (Donovan, 1807)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,YDSEWL,1,17-Sep-90,50132600,Pilaria sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,YDSEWL,1,17-Sep-90,22120401,"Glossiphonia complanata (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,YDSEWL,1,17-Sep-90,50811501,"Riponnensia splendens (Meigen, 1822)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,YDSEWL,1,17-Sep-90,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,YDSEWL,1,17-Sep-90,45410305,"Limnebius truncatellus (Thunberg, 1794)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,YDSEWL,1,17-Sep-90,22310201,"Dina lineata (O.F.Müller, 1774)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,YDSEWL,1,17-Sep-90,50830000,Ephydridae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,YDSEWL,1,17-Sep-90,16220602,"Radix balthica (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,YDSEWL,1,17-Sep-90,501103AZ,Tipula (Yamatotipula) montium group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,YDSEWL,1,17-Sep-90,5036032Y,Simulium (Nevermannia) angustitarse group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,20000000,Oligochaeta,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,50220100,Ptychoptera sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,48341002,"Micropterna sequax McLachlan, 1875",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,37140206,"Gammarus pulex (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,45510Z00,Elodes group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,41210401,"Isoperla grammatica (Poda, 1761)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,40120107,"Baetis rhodani (Pictet, 1843-1845)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,5036038Z,Simulium (Simulium) ornatum group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,41130101,"Leuctra fusca (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,40120501,"Alainites muticus (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,41120101,"Protonemura meyeri (Pictet, 1841)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,48110101,"Rhyacophila dorsalis (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,48220100,Lype sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,5036032Y,Simulium (Nevermannia) angustitarse group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,50210402,"Peripsychoda fusca (Macquart, 1826)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,5036032Z,Simulium (Nevermannia) cryophilum group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,40130100,Rhithrogena sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,45630101,"Elmis aenea (Müller, 1806)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,50360323,Simulium (Nevermannia) costatum Friederichs,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,48250301,"Diplectrona felix McLachlan, 1878",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,501103C1,"Tipula (Acutipula) fulvipennis DeGeer, 1776",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,50140500,Dicranota sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,42220101,"Cordulegaster boltonii (Donovan, 1807)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,5071X000,Clinocerinae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,EYAJMO,1,09-Sep-90,17130200,Pisidium sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,PVFUKI,1,20-Aug-90,48220100,Lype sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1990,PVFUKI,1,20-Aug-90,37140206,"Gammarus pulex (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1990,PVFUKI,1,20-Aug-90,50220100,Ptychoptera sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1990,PVFUKI,1,20-Aug-90,48120200,Agapetus sp.,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1990,PVFUKI,1,20-Aug-90,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1990,PVFUKI,1,20-Aug-90,5110201,"Polycelis felina (Dalyell, 1814)",6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1990,PVFUKI,1,20-Aug-90,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
1990,YDGWZL,1,05-Oct-90,41120301,"Nemurella picteti Klapálek, 1900",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,17130200,Pisidium sp.,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,501Z0000,"Tipulidae (including Limoniidae, Cylindroto",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,45630101,"Elmis aenea (Müller, 1806)",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,37140206,"Gammarus pulex (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,40120107,"Baetis rhodani (Pictet, 1843-1845)",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,48240000,Polycentropodidae,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,45410204,"Hydraena nigrita Germar, 1824",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,40210202,"Paraleptophlebia submarginata (Stephens, 18",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,45142100,Ilybius sp.,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,5036032Z,Simulium (Nevermannia) cryophilum group,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,5031010Z,Dixa maculata complex,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,22120401,"Glossiphonia complanata (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,20000000,Oligochaeta,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,50132100,Eloeophila sp.,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,48370201,Sericostoma personatum (Spence in Kirby & S,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,24000000,Hydracarina,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,50350000,Ceratopogonidae,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,50132X00,Pilaria group,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,48210200,Wormaldia sp.,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,50210Z00,Pericoma group,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,41130101,"Leuctra fusca (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,48360102,"Beraea pullata (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,50630100,Chrysops sp.,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,45150401,"Orectochilus villosus (O.F. Müller, 1776)",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,40320101,"Ephemera danica Müller, 1764",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,48341301,"Chaetopteryx villosa (Fabricius, 1798)",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,483A0103,"Athripsodes bilineatus (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,45510Z00,Elodes group,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,501103AZ,Tipula (Yamatotipula) montium group,6e,6,Westerly lowlands (England),ENG,Devon
1990,YDGWZL,1,05-Oct-90,50140500,Dicranota sp.,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,45330152,Helophorus (Rhopalohelophorus) brevipalpis,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,501103C3,"Tipula (Acutipula) maxima Poda, 1761",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,41130106,"Leuctra nigra (Olivier, 1811)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,46110101,"Sialis fuliginosa Pictet, 1836",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,40130400,Ecdyonurus sp.,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,50210Z00,Pericoma group,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,40130100,Rhithrogena sp.,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,50360324,"Simulium (Nevermannia) cryophilum (Rubtsov,",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,41210201,"Perlodes microcephalus (Pictet, 1833)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,50350000,Ceratopogonidae,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,48340600,Halesus sp.,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,45410202,"Hydraena gracilis Germar, 1824",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,40210202,"Paraleptophlebia submarginata (Stephens, 18",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,45351302,"Anacaena globulus (Paykull, 1829)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,50140500,Dicranota sp.,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,40120501,"Alainites muticus (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,48250301,"Diplectrona felix McLachlan, 1878",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,45142Z00,Agabus group,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,45510Z00,Elodes group,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,41210401,"Isoperla grammatica (Poda, 1761)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,48370201,Sericostoma personatum (Spence in Kirby & S,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,41130103,"Leuctra hippopus Kempny, 1899",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,43210102,"Hydrometra stagnorum (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,45630101,"Elmis aenea (Müller, 1806)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,41130101,"Leuctra fusca (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,42220101,"Cordulegaster boltonii (Donovan, 1807)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,20000000,Oligochaeta,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,37140206,"Gammarus pulex (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,50310103,"Dixa nebulosa Meigen, 1830",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,50310104,"Dixa nubilipennis Curtis, 1832",6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,5071YX00,Hemerodromia group,6e,6,Westerly lowlands (England),ENG,Devon
1990,NPPRGB,1,13-Oct-90,48240000,Polycentropodidae,6e,6,Westerly lowlands (England),ENG,Devon
1990,UAFKOG,1,08-Sep-90,45351302,"Anacaena globulus (Paykull, 1829)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,501103AZ,Tipula (Yamatotipula) montium group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,50830000,Ephydridae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,40120301,"Cloeon dipterum (Linnaeus, 1761)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,43610000,Corixidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,20000000,Oligochaeta,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,5036032Z,Simulium (Nevermannia) cryophilum group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,40120501,"Alainites muticus (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,41120301,"Nemurella picteti Klapálek, 1900",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,45142004,"Agabus bipustulatus (Linnaeus, 1767)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,40120107,"Baetis rhodani (Pictet, 1843-1845)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,45142011,"Agabus guttatus (Paykull, 1798)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,5031010Z,Dixa maculata complex,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,48130400,Oxyethira sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,5071X000,Clinocerinae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,45142104,"Ilybius fuliginosus (Fabricius, 1792)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,48330101,"Crunoecia irrorata (Curtis, 1834)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,50140500,Dicranota sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,5071YW00,Chelifera group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,16220401,"Stagnicola palustris (O.F. Müller, 1774)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,43230113,"Gerris gibbifer Schummel, 1832",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,45330152,Helophorus (Rhopalohelophorus) brevipalpis,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,48370201,Sericostoma personatum (Spence in Kirby & S,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,5110201,"Polycelis felina (Dalyell, 1814)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,17130200,Pisidium sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,45110300,Haliplus sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,45410305,"Limnebius truncatellus (Thunberg, 1794)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,50210Z00,Pericoma group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,50330100,Anopheles sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,UAFKOG,1,08-Sep-90,43220100,Velia sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,45630101,"Elmis aenea (Müller, 1806)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,41130103,"Leuctra hippopus Kempny, 1899",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,50140500,Dicranota sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,41130101,"Leuctra fusca (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,48240000,Polycentropodidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,50350000,Ceratopogonidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,5036032Z,Simulium (Nevermannia) cryophilum group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,50210Z00,Pericoma group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,48370201,Sericostoma personatum (Spence in Kirby & S,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,5036032Y,Simulium (Nevermannia) angustitarse group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,45510Z00,Elodes group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,5110201,"Polycelis felina (Dalyell, 1814)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,17130200,Pisidium sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,40120501,"Alainites muticus (Linnaeus, 1758)",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,48250301,"Diplectrona felix McLachlan, 1878",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,5071YW00,Chelifera group,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,41120301,"Nemurella picteti Klapálek, 1900",6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,48120200,Agapetus sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,50400000,Chironomidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,50132100,Eloeophila sp.,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,USETNA,1,07-Sep-90,22120000,Glossiphoniidae,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
1990,ZNFZXA,1,21-Sep-90,45630301,"Limnius volckmari (Panzer, 1793)",17e,16,Uplands (England),ENG,Devon
1990,ZNFZXA,1,21-Sep-90,42140102,"Calopteryx virgo (Linnaeus, 1758)",17e,16,Uplands (England),ENG,Devon
1990,ZNFZXA,1,21-Sep-90,50140500,Dicranota sp.,17e,16,Uplands (England),ENG,Devon
1990,ZNFZXA,1,21-Sep-90,50132100,Eloeophila sp.,17e,16,Uplands (England),ENG,Devon
1990,ZNFZXA,1,21-Sep-90,48110102,"Rhyacophila munda McLachlan, 1862",17e,16,Uplands (England),ENG,Devon
