"survey_id","site_code","location_type","survey_date","time_start","time_end","observer","wind_speed","wind_dir","air_temp","cloud_cover","survey_notes","human_activity_notes","wind","precipitation","disturbances","sight_obstruct","noise_level","site_condition","non_bird_species","additional_bird_observations"
"220","EE-7C","riparian",2000-10-17,"06:44:00","06:59:00","JoLe",0,NA,17,0,"City of Phoenix parks truck drove through center of the plot while counting birds.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"155","AB-19","ESCA",2000-10-18,"09:40:00","09:55:00","BeRa",8,NA,21,40,"Small yards.  Yard work.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"237","T-11","ESCA",2000-10-18,"09:15:00","09:30:00","JoLe",5,"SE",23,30,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"236","EE-6A","riparian",2000-10-18,"08:00:00","08:15:00","JoLe",0,NA,20,50,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"174","AD-21","ESCA",2000-10-18,"06:50:00","07:05:00","BeRa",8,NA,18,40,"Alfalfa fields.  Traffic.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"175","Z-23","ESCA",2000-10-18,"08:35:00","08:50:00","BeRa",0,NA,21,40,"Fallow field next to shopping center.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"152","AE-23","ESCA",2000-10-18,"07:30:00","07:45:00","BeRa",0,NA,18,40,"Cotton field.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"239","T-13","ESCA",2000-10-18,"06:55:00","07:10:00","JoLe",0,NA,20,75,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"156","AA-20","ESCA",2000-10-18,"09:10:00","09:25:00","BeRa",0,NA,21,40,"Traffic.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"153","AD-10","ESCA",2000-10-19,"07:30:00","07:45:00","BeRa",8,"NE",18,75,"Mcdowell Mountain Park.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"154","AF-12","ESCA",2000-10-19,"09:00:00","09:15:00","BeRa",16,"NE",18,75,"Desert.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"241","V-14","ESCA",2000-10-20,"07:55:00","08:15:00","JoLe",0,NA,18,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"240","V-13","ESCA",2000-10-20,"08:35:00","08:50:00","JoLe",0,NA,21,0,"Foot traffic increased last five min. of count.  Many  students in court way.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"238","U-13","ESCA",2000-10-20,"09:50:00","10:05:00","JoLe",3,"S",23,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"158","AA-17","ESCA",2000-10-20,"07:15:00","07:30:00","BeRa",8,"NE",16,5,"Traffic.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"157","AC-16","ESCA",2000-10-20,"06:40:00","06:55:00","BeRa",16,"NE",16,5,"Helicopter.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"242","PE-13A","riparian",2000-10-20,"06:55:00","07:10:00","JoLe",0,NA,16,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"243","V-16","ESCA",2000-10-21,"09:19:00","09:34:00","JoLe",5,"N",21,50,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"143","P-16","ESCA",2000-10-21,"08:35:00","08:50:00","DiSt",8,NA,21,80,"Views all directions partly blocked by houses.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"142","P-18","ESCA",2000-10-21,"09:10:00","09:30:00","DiSt",16,NA,24,80,"Lots of Sulfur Butterflies.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"245","W-15","ESCA",2000-10-21,"07:15:00","07:32:00","JoLe",3,NA,17,40,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"244","W-17","ESCA",2000-10-21,"08:25:00","08:40:00","JoLe",0,NA,18,40,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"246","M-9","ESCA",2000-10-24,"08:48:00","09:03:00","JoLe",0,NA,18,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"248","O-9","ESCA",2000-10-24,"07:45:00","08:00:00","JoLe",0,NA,14,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"247","L-7","ESCA",2000-10-24,"10:16:00","10:31:00","JoLe",8,"SE",20,10,"Ending time was 10:31 AM.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"149","PE-13A","riparian",2000-10-25,"08:55:00","09:10:00","BeRa",0,NA,21,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"151","EE-6A","riparian",2000-10-25,"07:30:00","07:45:00","BeRa",0,NA,18,10,"River running.  Traffic noise.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"150","EE-7C","riparian",2000-10-25,"08:20:00","08:35:00","BeRa",0,NA,18,10,"River flowing.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"251","I-11","ESCA",2000-10-25,"09:15:00","09:30:00","JoLe",13,"NE",20,10,"Helicopters flying over plot entire time.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"250","N-12","ESCA",2000-10-25,"07:50:00","08:05:00","JoLe",0,NA,16,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"184","V-20","ESCA",2000-10-26,"08:05:00","08:20:00","BeRa",8,"E",18,5,"Mountain Preserve desert trails.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"169","V-18","ESCA",2000-10-26,"09:30:00","09:45:00","BeRa",24,"SE",21,10,"Tree nursery.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"148","Z-23","ESCA",2000-10-26,"07:55:00","08:10:00","DiSt",8,NA,13,20,"Vacant field.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"147","AD-21","ESCA",2000-10-26,"09:55:00","10:10:00","DiSt",16,NA,16,30,"Ending time was 10:10 A.M.  Heavy traffic noise.  Alfalfa fields.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"255","U-8","ESCA",2000-10-26,"09:20:00","09:35:00","JoLe",0,NA,18,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"253","Q-7","ESCA",2000-10-26,"07:50:00","08:05:00","JoLe",5,NA,18,10,"Many planes and glider overhead entire time.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"159","AE-23","ESCA",2000-10-26,"08:55:00","09:10:00","DiSt",16,NA,16,30,"Cotton field.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"165","W-15","ESCA",2000-10-29,"08:40:00","08:55:00","DiSt",16,NA,13,40,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"168","X-18","ESCA",2000-10-29,"09:25:00","09:40:00","DiSt",16,NA,13,20,"View to N and NW blocked by buildings.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"166","Y-19","ESCA",2000-10-29,"10:05:00","10:20:00","DiSt",16,NA,16,10,"Ending time was 10:20 AM.  View blocked partly in all directions by structures.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"256","P-18","ESCA",2000-10-30,"08:30:00","08:45:00","JoLe",6,"SE",21,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"258","PE-10B","riparian",2000-10-30,"07:15:00","07:33:00","JoLe",0,NA,20,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"260","P-16","ESCA",2000-10-30,"09:30:00","10:00:00","JoLe",0,NA,21,10,"Truck dropping off rental equipment.  Stopped birding for 15 min.  Ending time was 10:00 AM.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"262","V-18","ESCA",2000-10-31,"07:05:00","07:20:00","JoLe",0,NA,11,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"272","T-19","ESCA",2000-10-31,"09:05:00","09:20:00","JoLe",0,NA,13,0,"Fog.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"263","S-16","ESCA",2000-10-31,"08:13:00","08:28:00","JoLe",0,NA,11,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"268","Y-19","ESCA",2000-11-01,"09:00:00","09:15:00","JoLe",0,NA,16,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"167","EE-6A","riparian",2000-11-01,"08:10:00","08:25:00","DiSt",8,NA,7,0,"River flowing due to recent rains.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"274","PE-1D","riparian",2000-11-01,"07:15:00","07:30:00","JoLe",NA,NA,11,20,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"269","X-18","ESCA",2000-11-01,"08:05:00","08:20:00","JoLe",0,NA,13,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"193","PE-10B","riparian",2000-11-01,"09:25:00","09:40:00","DiSt",8,NA,13,0,"2 DCCO flew over after count.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"186","PE-11A","riparian",2000-11-02,"09:15:00","09:30:00","BeRa",0,NA,13,20,"Gilbert Riparian.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"185","PN-1B","riparian",2000-11-02,"07:45:00","08:00:00","BeRa",8,NA,13,20,"Salt River. Phon D. Sutton.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"187","V-13","ESCA",2000-11-03,"09:05:00","09:20:00","DiSt",0,NA,13,80,"Loud yard work and school children.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"265","AC-16","ESCA",2000-11-03,"08:15:00","08:30:00","JoLe",0,NA,13,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"275","PN-1B","riparian",2000-11-03,"09:15:00","09:30:00","JoLe",10,"NE",16,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"266","AA-17","ESCA",2000-11-03,"07:30:00","07:45:00","JoLe",0,NA,11,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"189","AF-12","ESCA",2000-11-05,"10:05:00","10:20:00","DiSt",16,NA,10,100,"Ending time was 10:20 AM.  Western Bluebirds a possibility.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"188","AD-10","ESCA",2000-11-05,"08:55:00","09:10:00","DiSt",8,NA,7,100,"Large bike competition nearby to the South.  2 CORA were flying E in the distance after count.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"249","X-8","ESCA",2000-11-06,"08:50:00","09:05:00","JoLe",0,NA,13,20,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"271","W-6","ESCA",2000-11-06,"07:30:00","07:45:00","JoLe",0,NA,11,NA,"Fog.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"252","M-16","ESCA",2000-11-08,"08:00:00","08:15:00","JoLe",0,NA,8,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"254","I-17","ESCA",2000-11-08,"08:30:00","08:45:00","JoLe",11,"NE",10,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"192","PE-1D","riparian",2000-11-09,"09:20:00","09:35:00","DiSt",16,NA,10,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"191","AC-16","ESCA",2000-11-09,"08:30:00","08:45:00","DiSt",16,NA,10,0,"Helicopter noise.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"190","AA-17","ESCA",2000-11-09,"07:55:00","08:10:00","DiSt",8,NA,7,0,"View partly blocked by buildings SE, E, NE.  Traffic noise.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"194","PN-7A","riparian",2000-11-10,"07:35:00","07:50:00","DiSt",16,NA,7,100,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"195","EN-7B","riparian",2000-11-10,"08:30:00","08:45:00","DiSt",16,NA,7,100,"Water flowing in wash.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"259","AD-10","ESCA",2000-11-11,"08:55:00","09:10:00","JoLe",0,NA,11,20,"Four Western Bluebirds spotted after count where truck parked.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"257","AF-12","ESCA",2000-11-11,"07:45:00","08:00:00","JoLe",0,NA,8,20,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"196","U-8","ESCA",2000-11-12,"08:30:00","08:45:00","DiSt",16,NA,4,0,"Flock of Mountain Bluebirds (10), one fourth mile south of Hwy 74 on 23rd Ave. extension, after count.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"267","AB-19","ESCA",2000-11-13,"06:59:00","07:14:00","JoLe",0,NA,4,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"264","AD-21","ESCA",2000-11-13,"08:45:00","09:00:00","JoLe",5,"W",10,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"261","AA-20","ESCA",2000-11-13,"07:59:00","08:14:00","JoLe",0,NA,7,0,"Heavy traffic.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"203","EE-15A","riparian",2000-11-14,"08:20:00","08:35:00","DiSt",0,NA,10,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"273","EN-7B","riparian",2000-11-15,"07:15:00","07:30:00","JoLe",3,"NE",2,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"270","PN-7A","riparian",2000-11-15,"08:40:00","08:55:00","JoLe",0,NA,6,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"276","EN-4B","riparian",2000-11-16,"07:55:00","08:10:00","JoLe",0,NA,4,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"277","F-8","ESCA",2000-11-16,"08:45:00","09:00:00","JoLe",0,NA,9,0,"Very loud noise, mechanical vibrating through entire wash. Bird songs hard to hear.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"210","EE-15A","riparian",2000-11-16,"09:40:00","09:55:00","BeRa",0,NA,7,0,"Retention basin.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"209","PE-1D","riparian",2000-11-16,"08:40:00","08:55:00","BeRa",0,NA,7,0,"Tempe Marsh.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"198","I-17","ESCA",2000-11-16,"09:25:00","09:40:00","DiSt",16,NA,10,0,"Freeway noise.  KILL seen after count.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"202","G-15","ESCA",2000-11-16,"08:20:00","08:35:00","DiSt",8,NA,7,0,"GRRO seen after count.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"279","Z-23","ESCA",2000-11-17,"07:02:00","07:17:00","JoLe",0,NA,4,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"280","PE-11A","riparian",2000-11-17,"09:45:00","10:00:00","JoLe",3,"E",10,0,".",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"278","AE-23","ESCA",2000-11-17,"08:15:00","08:30:00","JoLe",0,NA,7,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"200","L-7","ESCA",2000-11-18,"09:30:00","09:45:00","DiSt",0,NA,7,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"197","EN-4B","riparian",2000-11-18,"08:30:00","08:45:00","DiSt",8,NA,4,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"201","M-9","ESCA",2000-11-18,"10:20:00","10:35:00","DiSt",0,NA,10,0,"WEME after end of count.  Ending time was 10:35 AM.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"199","F-8","ESCA",2000-11-18,"07:50:00","08:05:00","DiSt",8,NA,4,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"281","V-20","ESCA",2000-11-21,"08:29:00","08:44:00","JoLe",0,NA,8,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"284","EE-15A","riparian",2000-11-21,"07:06:00","07:21:00","JoLe",0,NA,4,15,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"207","W-6","ESCA",2000-11-22,"07:55:00","08:10:00","BeRa",8,NA,7,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"204","EN-7B","riparian",2000-11-22,"08:40:00","08:55:00","BeRa",16,"NE",7,5,"Water in Cave Creek..",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"285","G-15","ESCA",2000-11-22,"08:35:00","08:50:00","JoLe",8,"SE",13,0,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"205","PN-7A","riparian",2000-11-22,"09:25:00","09:40:00","BeRa",8,"NE",10,5,"Spur Cross Ranch.  Creek running.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"206","X-8","ESCA",2000-11-22,"07:25:00","07:40:00","BeRa",16,NA,7,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"214","I-11","ESCA",2000-11-24,"09:25:00","09:40:00","DiSt",8,NA,10,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"212","N-12","ESCA",2000-11-24,"09:25:00","09:40:00","BeRa",0,NA,7,10,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"211","M-16","ESCA",2000-11-24,"08:45:00","09:00:00","BeRa",24,NA,7,10,"New lettuce field.  Fallow fields and more mature lettuce fields surrounding.  Line of Euculyptus trees, bordering road.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"208","PE-10B","riparian",2000-11-24,"07:30:00","07:45:00","BeRa",0,NA,7,10,"Trees Rios.  Hunter shooting into wetlands.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"218","N-12","ESCA",2000-11-24,"07:25:00","07:40:00","DiSt",0,NA,4,0,"No sun penetrating to ground.  Density of trees makes it hard to see birds.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"217","M-16","ESCA",2000-11-24,"10:30:00","10:45:00","DiSt",16,NA,13,20,"Ag field planted.  Bird-scaring rockets being used at east margin of field.  No birds in field, only along road in big trees.  RTHA seen in tree where I parked after count.  Ending time was 10:45 AM.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
"213","O-9","ESCA",2000-11-24,"08:15:00","08:30:00","DiSt",0,NA,7,0,"Hunters shooting.",NA,NA,NA,"FALSE",NA,NA,NA,NA,NA
