YEAR,SQUARE,SITE_ID,SAMPLE_DATE,SPECIES_CODE,NAME,ABUNDANCE,LC07,LC07_NUM,EZ_DESC_07,COUNTRY,COUNTY07
2007,EYAJMO,1,04-Oct-07,48250000,Hydropsychidae,3,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48110101,"Rhyacophila dorsalis (Curtis, 1834)",4,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,483Z0000,Limnephilidae (including Apataniidae),1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,50140500,Dicranota sp.,26,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48360102,"Beraea pullata (Curtis, 1834)",1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,43210100,Hydrometra sp.,1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,50350000,Ceratopogonidae,2,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48210200,Wormaldia sp.,12,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,40130100,Rhithrogena sp.,100,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,40120000,Baetidae,5,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,5071YW00,Chelifera group,4,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,50140100,Pedicia sp.,3,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48370201,Sericostoma personatum (Spence in Kirby & S,11,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,40120501,"Alainites muticus (Linnaeus, 1758)",47,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,45510Z00,Elodes group,51,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,41120101,"Protonemura meyeri (Pictet, 1841)",38,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48250301,"Diplectrona felix McLachlan, 1878",80,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,37140206,"Gammarus pulex (Linnaeus, 1758)",126,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48210101,"Philopotamus montanus (Donovan, 1813)",68,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,16231101,"Ancylus fluviatilis O.F. Müller, 1774",1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,45150401,"Orectochilus villosus (O.F. Müller, 1776)",1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,45630101,"Elmis aenea (Müller, 1806)",8,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,41130100,Leuctra sp.,6,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,501103AZ,Tipula (Yamatotipula) montium group,1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,41120100,Protonemura sp.,7,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,40320101,"Ephemera danica Müller, 1764",1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",496,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,5110201,"Polycelis felina (Dalyell, 1814)",91,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,50310000,Dixidae,1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,5036038Z,Simulium (Simulium) ornatum group,24,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,50133700,Lipsothrix sp.,1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48220100,Lype sp.,4,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48360101,"Beraea maurus (Curtis, 1834)",1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,5036032Y,Simulium (Nevermannia) angustitarse group,16,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48380101,"Odontocerum albicorne (Scopoli, 1763)",9,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,5071X000,Clinocerinae,2,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,41130101,"Leuctra fusca (Linnaeus, 1758)",26,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,41120301,"Nemurella picteti Klapálek, 1900",2,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,50135300,Molophilus sp.,1,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48330101,"Crunoecia irrorata (Curtis, 1834)",7,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,50132100,Eloeophila sp.,3,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,17130200,Pisidium sp.,6,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48330000,Lepidostomatidae,2,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48110100,Rhyacophila sp.,5,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,5036032Z,Simulium (Nevermannia) cryophilum group,300,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48120200,Agapetus sp.,3,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48350200,Silo sp.,2,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,5110401,"Crenobia alpina (Dana, 1766)",2,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,5031010Z,Dixa maculata complex,4,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,40120107,"Baetis rhodani (Pictet, 1843-1845)",8,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,50210Z00,Pericoma group,16,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,50400000,Chironomidae,66,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,48210000,Philopotamidae,4,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,41210401,"Isoperla grammatica (Poda, 1761)",2,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,20000000,Oligochaeta,267,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,EYAJMO,1,04-Oct-07,40120100,Baetis sp.,10,6e,6,Westerly lowlands (England),ENG,Cornwall and Isles of Scilly
2007,PVFUKI,1,24-Sep-07,5036032Y,Simulium (Nevermannia) angustitarse group,10,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,50800000,Cyclorrhapha,1,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,50140100,Pedicia sp.,2,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,48250301,"Diplectrona felix McLachlan, 1878",18,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,40120501,"Alainites muticus (Linnaeus, 1758)",14,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,48210101,"Philopotamus montanus (Donovan, 1813)",2,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",12,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,20000000,Oligochaeta,5,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,41130101,"Leuctra fusca (Linnaeus, 1758)",2,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,48120200,Agapetus sp.,3,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,37140206,"Gammarus pulex (Linnaeus, 1758)",94,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,48240403,"Plectrocnemia geniculata McLachlan, 1871",15,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,48210200,Wormaldia sp.,18,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,50400000,Chironomidae,12,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,17130200,Pisidium sp.,7,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,5036038Z,Simulium (Simulium) ornatum group,77,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,41230301,"Siphonoperla torrentium (Pictet, 1841)",1,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,45510Z00,Elodes group,5,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,5110201,"Polycelis felina (Dalyell, 1814)",12,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,50340100,Thaumalea sp.,1,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,PVFUKI,1,24-Sep-07,5036032Z,Simulium (Nevermannia) cryophilum group,4,6e,6,Westerly lowlands (England),ENG,Plymouth Unitary Authority
2007,YDGWZL,1,27-Sep-07,5036034Z,Simulium (Eusimulium) aureum group,2,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,5036032X,Simulium (Nevermannia) vernum group,1,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,42220101,"Cordulegaster boltonii (Donovan, 1807)",2,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,40120201,"Centroptilum luteolum (Müller, 1776)",2,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,48240402,"Plectrocnemia conspersa (Curtis, 1834)",3,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,48250209,"Hydropsyche siltalai Döhler, 1963",3,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,483A0000,Leptoceridae,4,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,45150400,Orectochilus sp.,15,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,40120501,"Alainites muticus (Linnaeus, 1758)",101,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50331400,Culex sp.,1,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,40320101,"Ephemera danica Müller, 1764",28,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,41210401,"Isoperla grammatica (Poda, 1761)",2,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,41130101,"Leuctra fusca (Linnaeus, 1758)",41,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,483Z0000,Limnephilidae (including Apataniidae),5,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50331110,Culiseta (Culiseta) sp.,1,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,48110101,"Rhyacophila dorsalis (Curtis, 1834)",2,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50110Z00,Tipula group,1,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,45510Z00,Elodes group,5,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50210Z00,Pericoma group,12,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,5036032Y,Simulium (Nevermannia) angustitarse group,29,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",432,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50140100,Pedicia sp.,7,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,40210202,"Paraleptophlebia submarginata (Stephens, 18",15,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,17130200,Pisidium sp.,12,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50400000,Chironomidae,266,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50350000,Ceratopogonidae,8,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,40130400,Ecdyonurus sp.,2,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50330100,Anopheles sp.,1,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,41120301,"Nemurella picteti Klapálek, 1900",7,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,5036032Z,Simulium (Nevermannia) cryophilum group,8,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,22120401,"Glossiphonia complanata (Linnaeus, 1758)",1,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50140500,Dicranota sp.,15,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50310102,"Dixa maculata Meigen, 1818",6,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,45630101,"Elmis aenea (Müller, 1806)",13,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50310201,"Dixella aestivalis (Meigen, 1818)",1,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50132100,Eloeophila sp.,14,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,5036038Z,Simulium (Simulium) ornatum group,27,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,41130100,Leuctra sp.,23,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,50210000,Psychodidae,2,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,40130100,Rhithrogena sp.,1,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,40120107,"Baetis rhodani (Pictet, 1843-1845)",49,6e,6,Westerly lowlands (England),ENG,Devon
2007,YDGWZL,1,27-Sep-07,20000000,Oligochaeta,86,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,48110101,"Rhyacophila dorsalis (Curtis, 1834)",1,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,41130102,"Leuctra geniculata (Stephens, 1836)",2,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,40210301,"Habrophlebia fusca (Curtis, 1834)",1,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,37140206,"Gammarus pulex (Linnaeus, 1758)",16,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,45630101,"Elmis aenea (Müller, 1806)",4,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,20000000,Oligochaeta,92,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,17130200,Pisidium sp.,14,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,37130101,"Crangonyx pseudogracilis Bousfield, 1958",8,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,50360300,Simulium sp.,4,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,5036034Z,Simulium (Eusimulium) aureum group,2,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,48110100,Rhyacophila sp.,1,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,48210200,Wormaldia sp.,8,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,41210401,"Isoperla grammatica (Poda, 1761)",1,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,5071YW00,Chelifera group,2,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,48350200,Silo sp.,1,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,48380101,"Odontocerum albicorne (Scopoli, 1763)",2,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,48350202,"Silo pallipes (Fabricius, 1781)",3,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,48240000,Polycentropodidae,6,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,41230301,"Siphonoperla torrentium (Pictet, 1841)",1,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,40320101,"Ephemera danica Müller, 1764",16,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,40120100,Baetis sp.,6,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,40130100,Rhithrogena sp.,4,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,45630201,"Esolus parallelepipedus (Müller, 1806)",2,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,48250201,"Hydropsyche angustipennis (Curtis, 1834)",12,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,16140301,"Potamopyrgus antipodarum (J.E.Gray, 1843)",714,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,50140500,Dicranota sp.,48,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,45150401,"Orectochilus villosus (O.F. Müller, 1776)",4,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,50132100,Eloeophila sp.,2,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,48250209,"Hydropsyche siltalai Döhler, 1963",8,6e,6,Westerly lowlands (England),ENG,Devon
2007,NPPRGB,1,01-Aug-07,50360324,"Simulium (Nevermannia) cryophilum (Rubtsov,",8,6e,6,Westerly lowlands (England),ENG,Devon
