Date	Site	Exposure	Transect #	Tidal Height	Acanthodoris hudsoni	Aeolidia papillosa	Amphipoda	Anisodoris nobilis	Anthopleura elegantissima	Anthopleura xanthogrammica	Asterina miniata	Balanus crenatus	Balanus glandula	Bryozoa spp	Calliostoma ligatum	Cancer oregonensis	Cancer productus	Chlorostoma (tegula) funebralis	Cnemidocarpa finmarkiensis	Colonial tunicate	Cottidae spp (sculpins)	Cthamalus dalli	Crepidula fornicata	Decorator crab spp	Dermasterias imbricata	Evasterias troschelli	Halichondria spp	Haliclona spp	Hemigrapsus nudus	Hemigrapsus oregonensis	Henricia leviuscula	Hermissenda crassicornis	Hydrozoa spp	Idotea wosnesenskii	Juvenile limpet (<5mm)	Katharina tunicata	Lacuna spp	Lasaea rubra	Lirabuccinum dirum	Lithopoma (Astraea) gibberosa	Littorina spp	Lophopanopeus bellus bellus	Lottia digitalis	Lottia pelta	Lumberneridae spp	Mediaster aequalis	Membraniporta membranacea	Metridium spp	Mopalia spp	Mytilus californianus	Mytilus spp	Nemertea spp	Nereis spp	Nucella lamellosa	Nucella ostrina	Oedignathus inermis	Onchidella spp	Ophlitospongia pennata	Pagarus spp	Petrolisthes cinctipes	Phascolosoma agassizii	Pholadidae spp (piddock clam)	Pisaster brevispinus	Pisaster ochraceous	Pododesmus macrochisma	Pollicepes polymerus	Pugettia gracilis	Pugettia producta	Pycnopodia helianthoides	Rostanga pulchra	Schizoporella unicornis	Semibalanus cariosus	Serpula vermicularis	Spirorbis spp	Tectura persona	Tectura scutum	Tonicella lineata
"01-Aug-01"	"Wizard"	"Exposed"	"13"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	2	0	0	0	0	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	2.5	0	0	0	0	32	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	1440	0	0	0	160	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	288	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	3	0	0	0	0	0	0	0	0	1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	672	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"13"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	0.5	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3200	0	0	0	0	0	0	0	0	0	0	0	0	256	32	0	0	0	0	0	0	0	64	0	0	0	0	32	0	1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	2	0	0	0	0	80	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	11584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	32	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	2.5	0	0	0	0	64	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5440	0	0	0	240	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	32	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	3	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"14"	3.5	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	1	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	9120	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	2	0	0	0	0	224	0	0	0	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	2432	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	2.5	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	3	0	0	0	0	0	0	0	0	8800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	192	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"15"	3.5	0	0	0	0	0	0	0	0	8320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	0.5	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	16
"01-Aug-01"	"Wizard"	"Exposed"	"2"	1	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5120	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	48	0	0	0	0	32
"01-Aug-01"	"Wizard"	"Exposed"	"2"	1.5	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	2	0	0	0	0	320	0	0	0	32	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	1168	16	0	0	0	0	0	0	16	0	0	0	0	0	0	2944	2304	0	0	0	112	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	688	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	2.5	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	352	0	0	0	16	0	0	0	16	0	0	0	0	0	2944	16	0	0	0	0	0	688	0	0	0	48	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	3	0	0	0	0	0	0	0	0	1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	128	0	0	0	0	0	0	0	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
"01-Aug-01"	"Wizard"	"Exposed"	"2"	3.5	0	0	0	0	0	0	0	0	3072	0	0	0	0	0	0	0	0	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	1.5	0	0	0	0	96	48	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	2	0	0	0	0	64	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	2.5	0	0	0	0	16	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	240	0	144	0	0	0	0	0	0	480	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	0	0	32	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	3	0	0	0	0	0	0	0	0	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	240	0	0	0	0	0	0	0	2400	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"3"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1408	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	0.5	0	0	0	0	0	0	0	320	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
"01-Aug-01"	"Wizard"	"Exposed"	"4"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	1.5	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	16	0	11664	0	0	0	112	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	2	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	2.5	0	0	0	0	48	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1152	848	0	0	0	112	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	1632	0	0	0	32	0
"01-Aug-01"	"Wizard"	"Exposed"	"4"	3	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	32	240	0	0	0	192	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	1008	0	0	0	32	0
