Date	Site	Exposure	Transect #	Tidal Height	Anthopleura elegantissima	Anthopleura xanthogrammica	Balanus crenatus	Balanus glandula	Bryozoa spp	Cnemidocarpa finmarkiensis	Cthamalus dalli	Halichondria spp	Haliclona spp	Hydrozoa spp	Membraniporta membranacea	Mytilus californianus	Mytilus spp	Ophlitaspongia pennata	Pollicipes polymerus	Schizoporella unicornis	Semibalanus cariosus	Serpula vermicularis	Spirorbis spp	Sponges	Tunicates
"02-Aug-97"	"Wizard"	"Exposed"	"13"	2.5	0	0	0	35	0	0	0	0	0	0	0	0	90	0	10	0	5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"13"	3	5	0	0	85	0	0	10	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"13"	3.5	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"14"	0.5	0	0	0	0	70	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"14"	1	0.5	0	0	0	30	0	0.5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"14"	1.5	5	0	0	0.5	10	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"14"	2	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"14"	2.5	0	0	0	35	0	0	0	0	0	0	0	0	90	0	10	0	5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"14"	3	5	0	0	85	0	0	10	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"14"	3.5	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"15"	0.5	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"15"	1	0.5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"15"	1.5	0.5	0	0	0	35	0	0.5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"15"	2	20	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"15"	2.5	0	0	0	45	0	0	5	0	0	0	0	0	35	0	15	0	0.5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"15"	3	0	0	0	55	0	0	25	0	0	0	0	0	5	0	0	0	5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"15"	3.5	0	0	0	40	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"2"	0.5	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"2"	1	0.5	0	0	0	60	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"2"	1.5	5	0	0	0	25	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"2"	2	25	0	0	0.5	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"2"	2.5	15	0	0	0.5	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"2"	3	0.5	0	0	75	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"2"	3.5	0	0	0	50	0	0	10	0	0	0	0	0	0.5	0	0	0	5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"3"	0.5	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"3"	1	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"02-Aug-97"	"Wizard"	"Exposed"	"3"	1.5	5	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"02-Aug-97"	"Wizard"	"Exposed"	"3"	2	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0.5	0	0	5	0
"02-Aug-97"	"Wizard"	"Exposed"	"3"	2.5	5	0	0	40	0	0	10	0	0	0	0	0	80	0	10	0	15	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"3"	3	0	0	0	30	0	0	0.5	0	0	0	0	0	15	0	0	0	5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"3"	3.5	0	0	0	10	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"4"	0.5	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5
"02-Aug-97"	"Wizard"	"Exposed"	"4"	1	5	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"4"	1.5	20	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"02-Aug-97"	"Wizard"	"Exposed"	"4"	2	0	0	0	0.5	10	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"4"	2.5	5	0	0	10	0	0	0.5	0	0	0	0	0	0.5	0	0.5	0	5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"4"	3	0	0	0	50	0	0	20	0	0	0	0	0	15	0	0	0	15	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"4"	3.5	0	0	0	50	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"5"	0.5	0	0	0	0	35	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"02-Aug-97"	"Wizard"	"Exposed"	"5"	1	0.5	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
"02-Aug-97"	"Wizard"	"Exposed"	"5"	1.5	5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
"02-Aug-97"	"Wizard"	"Exposed"	"5"	2	5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"5"	2.5	0.5	0	0	5	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"5"	3	0	0	0	65	0	0	5	0	0	0	0	0	5	0	0	0	10	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"5"	3.5	0	0	0	15	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"6"	0.5	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"6"	1	5	0	0	0	35	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"6"	1.5	0.5	0	0	0	15	0	5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"6"	2	5	0	0	0	50	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"6"	2.5	0.5	0	0	35	0	0	0	0	0	0	0	0	50	0	0.5	0	15	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"6"	3	0.5	0	0	55	0	0	15	0	0	0	0	0	5	0	0	0	5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"6"	3.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"7"	0.5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"7"	1	0	0	0	0.5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"7"	1.5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
"02-Aug-97"	"Wizard"	"Exposed"	"7"	2	5	0	0	0.5	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"7"	2.5	10	0	0	10	5	0	15	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"7"	3	0	0	0	15	0	0	5	0	0	0	0	0	25	0	10	0	30	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"7"	3.5	0	0	0	15	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"8"	0.5	0	0	0	5	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"02-Aug-97"	"Wizard"	"Exposed"	"8"	1	0	0	0	0.5	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"02-Aug-97"	"Wizard"	"Exposed"	"8"	1.5	15	0	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0
"02-Aug-97"	"Wizard"	"Exposed"	"8"	2	5	0	0	10	0.5	0	0.5	0	0	0	0	0	0	0	5	0	10	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"8"	2.5	0.5	0	0	5	0	0	5	0	0	0	0	0	55	0	10	0	15	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"8"	3	0	0	0	65	0	0	15	0	0	0	0	0	5	0	0	0	5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"8"	3.5	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"9"	0.5	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"9"	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	5	0
"02-Aug-97"	"Wizard"	"Exposed"	"9"	1.5	0.5	0	0	5	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"02-Aug-97"	"Wizard"	"Exposed"	"9"	2	10	0	0	5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"9"	2.5	5	0	0	10	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"9"	3	0	0	0	90	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"02-Aug-97"	"Wizard"	"Exposed"	"9"	3.5	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Exposed"	"11"	0.5	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Exposed"	"11"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Exposed"	"11"	1.5	15	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Exposed"	"11"	2	0.5	0	0	20	0	0	10	0	0	0	0	0	0	0	15	0	5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"1"	0.5	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"1"	1	0	0	0	0.5	15	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"1"	1.5	45	0	0	0	0.5	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"1"	2	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"1"	2.5	0	0	0	35	0	0	20	0	0	0	0	0	25	0	0	0	5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"1"	3	0	0	0	75	0	0	20	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"1"	3.5	0	0	0	10	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"10"	0.5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
"04-Aug-97"	"Wizard"	"Sheltered"	"10"	1	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"10"	1.5	5	0	0	15	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"10"	2	15	0	0	40	0	0	0	0	0	0	0	0	5	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"10"	2.5	0.5	0	0	70	0	0	15	0	0	0	0	0	5	0	0	0	15	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"10"	3	0	0	0	55	0	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"10"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"11"	0.5	0	0	0	0	50	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"11"	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"11"	1.5	15	0	0	25	20	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"11"	2	0.5	0	0	65	0	0	5	0	0	0	0	0	5	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"11"	2.5	0	0	0	55	0	0	0.5	0	0	0	0	0	15	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"11"	3	0	0	0	50	0	0	50	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"11"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"12"	0.5	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"12"	1	0	0	0	0.5	10	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"12"	1.5	20	0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"12"	2	15	0	0	25	0	0	15	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"12"	2.5	0	0	0	40	0	0	30	0	0	0	0	0	15	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"12"	3	0	0	0	75	0	0	10	0	0	0	0	0	5	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"12"	3.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"13"	0.5	0	0	0	0	35	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"13"	1	0	0	0	0.5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"13"	1.5	20	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"13"	2	5	0	0	75	0	0	0.5	0	0	0	0	0	5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"13"	2.5	5	0	0	35	0	0	10	0	0	0	0	0	15	0	0	0	5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"13"	3	0	0	0	75	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"13"	3.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"14"	0.5	0	0	0	0.5	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"14"	1	0	0	0	0	70	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"14"	1.5	0	0	0	10	0.5	0	20	0	0	0	0	0	0	0	0	0	15	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"14"	2	5	0	0	75	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"14"	2.5	0.5	0	0	35	0	0	40	0	0	0	0	0	15	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"14"	3	0	0	0	80	0	0	5	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"14"	3.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"15"	0.5	0	0	0	5	60	0	0	0	0	0	0	0	0.5	0	0	0	0	5	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"15"	1	0	0	0	5	5	0	0.5	0	0	0	0	0	0.5	0	0	0	10	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"15"	1.5	0	0	0	10	0	0	0.5	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"15"	2	0	0	0	75	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"15"	2.5	0	0	0	80	0	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"15"	3	0	0	0	70	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"15"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"2"	0.5	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"2"	1	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0.5	10	0	0	0	10	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"2"	1.5	20	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"2"	2	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"2"	2.5	0	0	0	55	0	0	0.5	0	0	0	0	0	30	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"2"	3	0	0	0	65	0	0	5	0	0	0	0	0	20	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"2"	3.5	0	0	0	5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"3"	0.5	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"3"	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"3"	1.5	10	0	0	0.5	0	0	5	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"3"	2	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"3"	2.5	0	0	0	60	0	0	5	0	0	0	0	0	30	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"3"	3	0	0	0	95	0	0	10	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"3"	3.5	0	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"4"	0.5	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"4"	1	0	0	0	0	15	0	0.5	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"4"	1.5	0	0	0	0	30	0	5	0	0	0	0	0	0	0.5	0	0	0	0	0	0	10
"04-Aug-97"	"Wizard"	"Sheltered"	"4"	2	10	0	0	15	0	0	20	0	0	0	0	0	0.5	0	0	0	5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"4"	2.5	0	0	0	55	0	0	25	0	0	0	0	0	5	0	0	0	15	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"4"	3	0	0	0	45	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"4"	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"5"	0.5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"5"	1	0.5	0	0	20	0.5	0	15	0	0	0	0	0	0	0	0	0	35	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"5"	1.5	0.5	0	0	35	0.5	0	35	0	0	0	0	0	0	0	0	0	5	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"5"	2	5	0	0	30	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"04-Aug-97"	"Wizard"	"Sheltered"	"5"	2.5	0	0	0	50	0	0	10	0	0	0	0	0	35	0	0	0	5	0	0	0	0
